artist,cp,section,song
Brand New,"1,5,6,4",Chorus,The Archers Bows Have Broken
Carly Rae Jepsen,"1,5,6,4",Bridge,I Really Like You
Muse,"1,5,6,4",Pre-Chorus and Chorus,Revolt
Different Heaven,"1,5,6,4",Chorus,Nekozilla
Muse,"1,5,6,4",Bridge,Dead Inside
Different Heaven,"1,5,6,4",Pre-Chorus,My Heart
Greek Fire,"1,5,6,4",Verse and Pre-Chorus,Top Of The World
X Ambassadors,"1,5,6,4",Intro,Unsteady
Neru,"1,5,6,4",Chorus,Law-Evading Rock
Perfume,"1,5,6,4",Intro,Sweet Donuts
The Chainsmokers,"1,5,6,4",Intro,Don't Let Me Down Ft Daya
Blink-182,"1,5,6,4",Chorus,She's Out Of Her Mind
Blink-182,"1,5,6,4",Chorus,Going Away To College
Erasure,"1,5,6,5",Verse,Always
Kelly Clarkson,"1,5,6,5",Chorus,Already Gone
Oasis,"1,5,6,5",Pre-Chorus and Chorus,Don't Go Away
Taylor Swift,"1,5,6,5",Chorus,Mine
Taylor Swift,"1,5,6,5",Chorus,We Are Never Ever Getting Back Together
Train,"1,5,6,5",Chorus,Drive By
Enrique Iglesias,"1,5,6,5",Chorus,Escape
Blink 182,"1,5,6,5",Chorus,What's My Age Again
Air,"1,5,6,5",Verse,Venus
Basto,"1,5,6,5",Chorus,Again and Again
Hurricane 1,"1,5,6,5",Chorus,Only The Strongest Will Survive
JayKay - Lil Wayne - Rick Ross - Mack 10 ,"1,5,6,5",Pre-Chorus and Chorus,Party Encore
Michel Mind Project,"1,5,6,5",Chorus,One More Round
Lou Reed,"1,5,6,5",Verse and Pre-Chorus,Perfect Day
Helloween,"1,5,6,5",Chorus,A tale that wasn't right
Blind Guardian,"1,5,6,5",Verse,A Past And Future Secret
Casting Crowns,"1,5,6,5",Verse,O Come All Ye Faithful - Christmas
Alligatoah,"1,5,6,5",Chorus Lead-Out,Trauerfeier Lied
Madonna,"1,5,6,5",Verse,La Isla Bonita
Hank Green,"1,5,6,5",Chorus,It All Makes Sense at the End
Alligatoah,"1,5,6,5",Chorus,Wer Weiss
Nause,"1,5,6,5",Chorus,Hungry Hearts
Virtual Riot,"1,5,6,5",Chorus,Energy Drink
Syn Cole,"1,5,6,5",Chorus,Miami 82 - Avicii Edit
Rebecca and Fiona,"1,5,6,5",Chorus,Bullets - Nause and Adrian Lux Remix
Alligatoah,"1,5,6,5",Pre-Chorus and Chorus,Narben
Betty Who,"1,5,6,5",Chorus,Somebody Loves You
Kelly Clarkson,"1,5,6,5",Pre-Chorus and Chorus,Breakaway
Cold Chisel,"1,5,6,5",Verse,Khe Sanh
Nightwish,"1,5,6,5",Bridge,The Poet and the Pendulum
Jet,"1,5,6,5",Verse,Look What You've Done
Tom Petty And The Heartbreakers,"1,5,6,5",Pre-Chorus and Chorus,I Won't Back Down
Dolly Parton,"1,5,6,5",Chorus,Jolene
Luke Bryan,"1,5,6,5",Chorus,Play It Again
Chase Holfelder,"1,5,6,5",Pre-Chorus,I Want You to Want Me in Minor Key
Kyle Justin,"1,5,6,5",Chorus,The Angry Video Game Nerd Theme Song
Chelsea Ward,"1,5,6,5",Verse,That's Falling in Love
Avicii,"1,5,6,5",Pre-Chorus and Chorus,Father Told Me
Avicii,"1,5,6,5",Chorus,The Nights FIFA 15 Soundtrack
Avicii,"1,5,6,5",Instrumental,The Nights FIFA 15 Soundtrack
The Gaslight Anthem,"1,5,6,5",Verse,The Spirit of Jazz
Michael Buble,"1,5,6,5",Chorus,It's a Beautiful Day
Lady Gaga,"1,5,6,5",Chorus,Stuck On Fuckin You
Tom Cochrane,"1,5,6,5",Chorus,Life is a Highway
Helene Fischer,"1,5,6,5",Chorus,Atemlos
Helene Fischer,"1,5,6,5",Instrumental,Atemlos
Helene Fischer,"1,5,6,5",Verse and Pre-Chorus,Atemlos
Jimmy Eat World,"1,5,6,5",Verse,The Authority Song
Maroon 5,"1,5,6,5",Pre-Chorus,She Will Be Loved
Miley Cyrus,"1,5,6,5",Intro,Jolene
fripSide,"1,5,6,5",Verse,Only My Railgun
Peter Gabriel,"1,5,6,5",Chorus,Here Comes The Flood
justin bieber,"1,5,6,5",Intro,boyfriend
Avicii,"1,5,6,5",Verse and Pre-Chorus,The Nights
Avicii,"1,5,6,5",Pre-Chorus,The Nights
Avicii,"1,5,6,5",Pre-Chorus and Chorus,The Nights
Avicii,"1,5,6,5",Chorus,The Nights
Avicii,"1,5,6,5",Solo,The Nights
Deathro,"1,5,6,5",Chorus,Mega Man Infamous Intent - Gryphon Flight
Radical Face,"1,5,6,5",Pre-Outro,Welcome Home
Romeo Santos,"1,5,6,5",Verse,La Diabla
Hunter Hayes,"1,5,6,5",Chorus,21
Alkaline Trio,"1,5,6,5",Pre-Chorus and Chorus,Radio
Paramore,"1,5,6,5",Chorus,That's What You Get
FloRida,"1,5,6,5",Chorus,Right Round feat Kesha
Black Sabbath,"1,5,6,5",Intro,God Is Dead
Loch Lomond,"1,5,6,5",Intro,Wax And Wire
Less Than Jake,"1,5,6,5",Chorus,History Of A Boring Town
Tame Impala,"1,5,6,5",Verse,Solitude is Bliss
Eisley,"1,5,6,5",Chorus,I Wish
Nightwish,"1,5,6,5",Chorus,Over the Hills and Far Away
Madonna,"1,5,6,5",Verse,Devil Pray
The Libertines,"1,5,6,5",Verse,Don't Look Back Into The Sun
Stone Temple Pilots,"1,5,6,5",Chorus,Sex Type Thing
Delain,"1,5,6,5",Chorus,Are You Done With Me
Astronaut,"1,5,6,5",Intro and Verse,Feronia feat Danyka Nadeau
Black Sabbath,"1,5,6,5",Intro and Verse,Paranoid
Lana Del Rey,"1,5,6,5",Chorus,Dark Paradise
Rory Gallagher,"1,5,6,5",Verse,I'm Not Awake Yet
Area 11,"1,5,6,5",Intro and Verse,Heaven Piercing Giga Drill
ArmanArX,"1,5,6,5",Chorus,Gila Dengan Kertas-Kertas
Ashley Wallbridge Andy Moor Meighan Nealon,"1,5,6,5",Chorus,Faces
Daughtry,"1,5,6,5",Verse,Over You
Daughtry,"1,5,6,5",Chorus,Over You
Treble Charger,"1,5,6,5",Chorus,Don't Believe It All
Rhapsody,"1,5,6,5",Verse,Lord Of The Thunder
Black Sabbath,"1,5,6,5",Solo,Paranoid
Blink-182,"1,5,6,5",Chorus,Even If She Falls
Cascada,"1,5,6,1",Chorus,Every Time We Touch
Death Cab for Cutie,"1,5,6,1",Chorus,I Will Follow You Into the Dark
Evanescence,"1,5,6,1",Chorus,Bring Me To Life
Green Day,"1,5,6,1",Verse,2000 Light Years Away
Warren Zevon,"1,5,6,1",Verse,Please Stay
O Zone,"1,5,6,1",Verse and Pre-Chorus,Dragostea Din Tei
Arias,"1,5,6,1",Chorus,Pegasus
Knife Party,"1,5,6,1",Solo,Fire Hive
Sportfreunde Stiller,"1,5,6,1",Intro and Verse,Applaus Applaus
The Paper Kites,"1,5,6,1",Intro,Bloom
C2C,"1,5,6,1",Chorus,The Beat
Red Hot Chili Peppers,"1,5,6,1",Pre-Chorus,Breaking the Girl
Pegboard Nerds and Tristam,"1,5,6,1",Verse,Razor Sharp
Casting Crowns,"1,5,6,1",Verse,Joy to the World - Christmas
Sick Individuals - Axwell,"1,5,6,1",Intro and Verse,I am
Audien feat Ruby Prophet,"1,5,6,1",Instrumental,Circles
Flyleaf,"1,5,6,1",Intro,Again
The Stone Roses,"1,5,6,1",Chorus,I Wanna Be Adored
Smile-dk,"1,5,6,1",Chorus,Butterfly
Smile-dk,"1,5,6,1",Verse,Butterfly
Judas Priest,"1,5,6,1",Verse and Pre-Chorus,Breaking The Law
Natasha Bedingfield,"1,5,6,1",Chorus,These Words
Scott McKenzie,"1,5,6,1",Chorus,San Francisco
Michael Walthius,"1,5,6,1",Instrumental,Dreaming in Stereo - Under The Moon
NiR-Gerda,"1,5,6,1",Chorus,Rasen'nawatashi--My Spiral 
Rasen'nawatashi--My Spiral,"1,5,6,1",Chorus,NiR-Gerda
Anamanaguchi,"1,5,6,1",Verse,Akira
Regina Spektor,"1,5,6,1",Chorus,Samson
Motoi Sakuraba,"1,5,6,1",Verse,Longing - Dark Souls II Soundtrack
Nine Inch Nails,"1,5,6,1",Chorus,The Perfect Drug
The Gaslight Anthem,"1,5,6,1",Verse,The Navesink Banks
Transatlantic,"1,5,6,1",Chorus,We All Need Some Light
Jimmy Eat World,"1,5,6,1",Verse,The Authority Song
Jimmy Eat World,"1,5,6,1",Chorus,The Authority Song
Threxx,"1,5,6,1",Bridge,Mega Man Infamous Intent - Fresh Cleanse
Grimes,"1,5,6,1",Bridge,Devon
Marlon Roudette,"1,5,6,1",Intro and Verse,New Age
Porcupine Tree,"1,5,6,1",Chorus,Normal
Vicetone,"1,5,6,1",Chorus,Nothing Stopping Me
INXS,"1,5,6,1",Chorus,Mystify
Dzeko and Torres,"1,5,6,1",Chorus,Air
The Beatles,"1,5,6,1",Chorus,Ob-La-Di Ob-La-Da
James Blunt,"1,5,6,1",Chorus,Postcards
Madonna,"1,5,6,1",Verse,Devil Pray
BRICH,"1,5,6,1",Instrumental,Snob
BRICH,"1,5,6,1",Pre-Chorus,Snob
Dethklok,"1,5,6,1",Intro and Verse,Awaken
OMI,"1,5,6,1",Pre-Chorus,Hula Hoop
Metro Station,"1,5,6,1",Chorus,Shake It
Metro Station,"1,5,6,1",Chorus Lead-Out,Shake It
Lynyrd Skynyrd,"1,5,6,1",Verse,Simple Man
Marek Grechuta,"1,5,6,1",Verse,Dni ktorych nie znamy
Nightwish,"1,5,6,1",Pre-Outro,Amaranth
Rory Gallagher,"1,5,6,1",Verse,I'm Not Awake Yet
The Connells,"1,5,6,1",Chorus,'74-'75
Icelandic Folk,"1,5,6,1",Instrumental,Islandsljod
I Am Oak,"1,5,6,1",Verse,On Trees And Birds And Fire
Pearl Jam,"1,5,6,1",Chorus,Indifference
ArmanArX,"1,5,6,1",Intro and Verse,Sukirman
Toby Fox,"1,5,6,1",Intro,Stronger Monsters
Keiichi Suzuki,"1,5,6,1",Chorus,Eight Melodies
Tiny Moving Parts,"1,5,6,1",Verse,Headache
Muse,"1,5,6,1",Verse,Dead Inside
Mini Pati,"1,5,6,1",Bridge,Hirari Kirakira Yami Yami Museum
Blink 182,"1,5,4,1",Verse and Pre-Chorus,All The Small Things
Bruno Mars,"1,5,4,1",Chorus,The Lazy Song
Bryan Adams,"1,5,4,1",Verse,Everything I Do
Cascada,"1,5,4,1",Verse,Every Time We Touch
Creedence Clearwater Revival,"1,5,4,1",Chorus,Bad Moon Rising
Creedence Clearwater Revival,"1,5,4,1",Verse,Bad Moon Rising
Creedence Clearwater Revival,"1,5,4,1",Chorus,Up Around the Bend
Five For Fighting,"1,5,4,1",Chorus Lead-Out,100 Years
Frog Fractions Soundtrack,"1,5,4,1",Chorus,Rimushotto Bungie Jump
Fun,"1,5,4,1",Chorus,Some Nights
Gym Class Heroes,"1,5,4,1",Chorus,Ass Back Home
Lady Gaga,"1,5,4,1",Verse,Born This Way
Michael Jackson,"1,5,4,1",Chorus,Black or White
Miller 64,"1,5,4,1",Verse,Living The Dream
Missy Higgins,"1,5,4,1",Chorus,Night Minds
Missy Higgins,"1,5,4,1",Verse,Night Minds
Neon Trees,"1,5,4,1",Chorus,Animal
Neutral Milk Hotel,"1,5,4,1",Verse,King of Carrot Flowers
NOFX,"1,5,4,1",Intro,Leave It Alone
Pink Floyd,"1,5,4,1",Intro and Verse,The Thin Ice
Taylor Swift,"1,5,4,1",Chorus,We Are Never Ever Getting Back Together
The Beatles,"1,5,4,1",Solo,Nowhere Man
The Beatles,"1,5,4,1",Verse,Nowhere Man
The J Geils Band,"1,5,4,1",Intro,Centerfold
Third Eye Blind,"1,5,4,1",Intro,How's It Going To Be
Third Eye Blind,"1,5,4,1",Verse,How's It Going To Be
Tim McGraw,"1,5,4,1",Verse,Where The Green Grass Grows
Vampire Weekend,"1,5,4,1",Verse,A-Punk
Green Day,"1,5,4,1",Chorus,21 Guns
Queen,"1,5,4,1",Verse,I Want To Break Free
Vengaboys,"1,5,4,1",Intro,Up and Down
Otis Redding,"1,5,4,1",Bridge,Sittin' On The Dock of the Bay
Hefner,"1,5,4,1",Verse,The Day That Thatcher Dies
Fuel,"1,5,4,1",Pre-Chorus and Chorus,Hemorrhage - In My Hands
Kambua Manundu,"1,5,4,1",Pre-Chorus and Chorus,Again
Coldplay,"1,5,4,1",Pre-Chorus,Paradise
The Eagles,"1,5,4,1",Verse,Take It Easy
The Kinks,"1,5,4,1",Bridge,Lola
Taylor Swift,"1,5,4,1",Verse,Safe and Sound
Adam Sandler,"1,5,4,1",Verse,Somebody Kill Me
Adam Sandler,"1,5,4,1",Chorus,Somebody Kill Me
Pink,"1,5,4,1",Intro and Verse,Trouble
Michael Franti - Spearhead,"1,5,4,1",Chorus,Say Hey - I Love You
Queen,"1,5,4,1",Solo,I Want To Break Free
Queen,"1,5,4,1",Pre-Outro,I Want To Break Free
ABBA,"1,5,4,1",Pre-Chorus,Mamma Mia
Magnetic Fields,"1,5,4,1",Verse,Acoustic Guitar
Tegan and Sara,"1,5,4,1",Chorus,I Was A Fool
Tegan and Sara,"1,5,4,1",Bridge,I Was A Fool
Glee,"1,5,4,1",Chorus,Loser Like Me
Lorde,"1,5,4,1",Chorus,Royals
Ween,"1,5,4,1",Intro and Verse,What Deaner was Talking About
They Might Be Giants,"1,5,4,1",Verse and Pre-Chorus,Sensurround
Dixie Chicks,"1,5,4,1",Chorus,Goodbye Earl
Eli Young Band,"1,5,4,1",Chorus,Crazy Girl
Big Star,"1,5,4,1",Chorus,September Gurls
Buddy Holly,"1,5,4,1",Verse,Peggy Sue
Buddy Holly,"1,5,4,1",Chorus,Peggy Sue
Patent Pending,"1,5,4,1",Chorus,Hey Mario
The La's,"1,5,4,1",Intro,There She Goes
The La's,"1,5,4,1",Chorus,There She Goes
Bastille,"1,5,4,1",Chorus,Pompeii
Pearl Jam,"1,5,4,1",Verse,Elderly Woman Behind the Counter in a Small Town
Jimmy Eat World,"1,5,4,1",Intro and Verse,The Middle
Johnny Cash,"1,5,4,1",Chorus,Ring of Fire
Lynyrd Skynyrd,"1,5,4,1",Intro,Sweet Home Alabama
U2,"1,5,4,1",Intro and Verse,Desire
Van Morrison,"1,5,4,1",Intro,Gloria
Evermore,"1,5,4,1",Pre-Chorus,Running
U2,"1,5,4,1",Intro and Verse,Grace
Fleetwood Mac,"1,5,4,1",Verse,Don't Stop
Mungo Jerry,"1,5,4,1",Verse,In the Summertime
Bruce Rowland,"1,5,4,1",Intro and Verse,Jessica's Theme
Cheap Trick,"1,5,4,1",Verse,Surrender
Bachman-Turner Overdrive,"1,5,4,1",Chorus,You Ain't Seen Nothing
Disney,"1,5,4,1",Verse,Kiss The Girl
Simon and Garfunkel,"1,5,4,1",Verse,The Boxer
Bill Haley and His Comets,"1,5,4,1",Verse,Rock Around The Clock
Emilia,"1,5,4,1",Chorus,Big Big World
Del Amitri,"1,5,4,1",Verse,Nothing Ever Happens
Enya,"1,5,4,1",Verse,Caribbean Blue
Neighborhood Annoyance ,"1,5,4,1",Solo,ICE CREAM TRUCK
Braken,"1,5,4,1",Intro and Verse,To The Stars
Lana Del Rey,"1,5,4,1",Intro,National Anthem
The Wanted,"1,5,4,1",Chorus,We Own The Night
Elmer Bernstein,"1,5,4,1",Verse,Ghostbusters
the Sing Team,"1,5,4,1",Chorus,Satisfied in You
Enya,"1,5,4,1",Verse,May It Be
Enya,"1,5,4,1",Bridge,Only Time
The Who,"1,5,4,1",Intro and Verse,Baba O'Riley
Enya,"1,5,4,1",Intro and Verse,Orinico Flow
Enya,"1,5,4,1",Chorus,Orinico Flow
UNiTE,"1,5,4,1",Verse and Pre-Chorus,Ai -'ation-
UNiTE,"1,5,4,1",Chorus,Ai -'ation-
John Denver,"1,5,4,1",Chorus,Take Me Home - Country Roads
Hank Green,"1,5,4,1",Verse,It All Makes Sense at the End
nanobii,"1,5,4,1",Chorus,rainbow road
The Kooks,"1,5,4,1",Chorus,Naive
Whitesnake,"1,5,4,1",Intro,Here I Go Again
Kid Rock,"1,5,4,1",Chorus,Picture ft Sheryl Crow
Boards of Canada,"1,5,4,1",Verse,Roygbiv
One Direction,"1,5,4,1",Chorus,Best Song Ever
Lady Gaga,"1,5,4,1",Pre-Chorus,You And I
Lady Gaga,"1,5,4,1",Chorus,You And I
Betty Who,"1,5,4,1",Chorus,Somebody Loves You
Forever The Sickest Kids,"1,5,4,1",Intro,Whoa Oh Me vs Everyone
Forever The Sickest Kids,"1,5,4,1",Chorus,Whoa Oh Me vs Everyone
The Beatles,"1,5,4,1",Verse,Two Of Us
Starbomb,"1,5,4,1",Intro,Luigi's Ballad
Fergie,"1,5,4,1",Chorus,Big Girls Don't Cry
Above and Beyond,"1,5,4,1",Intro,Good For Me - Ambient Mix -
Above and Beyond,"1,5,4,1",Verse,Good For Me - Ambient Mix -
Above and Beyond,"1,5,4,1",Chorus,Good For Me - Ambient Mix -
Guns N' Roses,"1,5,4,1",Chorus,Patience
The White Stripes,"1,5,4,1",Verse,I Want to Be the Boy to Warm Your Mother's Heart
The Black Keys,"1,5,4,1",Verse,Gold On The Ceiling
The Black Keys,"1,5,4,1",Intro,Gold On The Ceiling
Phil Collins,"1,5,4,1",Chorus,Can't Stop Loving You
Denver the Last Dinosaur,"1,5,4,1",Chorus,Denver the Last Dinosaur Theme Song
Driftless Pony Club,"1,5,4,1",Verse,House of 1982- Built Like A Ship
The White Stripes,"1,5,4,1",Verse,Ball and Biscuit
Lindsey Stirling,"1,5,4,1",Verse,Mirror Haus
Dave Matthews and Tim Reynolds,"1,5,4,1",Chorus,Number 41
John Mayer,"1,5,4,1",Chorus,Half of My Heart
Lorde,"1,5,4,1",Pre-Chorus,Royals
Smokey Mountain,"1,5,4,1",Chorus,Da Coconut Nut
Heart,"1,5,4,1",Verse and Pre-Chorus,What About Love
U2,"1,5,4,1",Chorus,The Miracle of Joey Ramone
Kyle Justin,"1,5,4,1",Chorus,The Angry Video Game Nerd Theme Song
David Lee Murphy,"1,5,4,1",Chorus,Dust On The Bottle
Panda Bear,"1,5,4,1",Chorus,Bros
Veronica Maggio,"1,5,4,1",Verse and Pre-Chorus,Jag kommer
Elmer Bernstein,"1,5,4,1",Instrumental,Ghostbusters
London Grammar,"1,5,4,1",Chorus,Strong
MIKA,"1,5,4,1",Chorus,Popular Song ft Ariana Grande
Sonia Leigh,"1,5,4,1",Chorus,Put It In Your Pocket
Nine Days,"1,5,4,1",Chorus,Absolutely
They Might Be Giants,"1,5,4,1",Verse,Can't Keep Johnny Down
The White Stripes,"1,5,4,1",Verse,You Don't Know What Love Is
The Gaslight Anthem,"1,5,4,1",Verse,The Navesink Banks
Disasterpeace,"1,5,4,1",Verse,FEZ - Home
Rush,"1,5,4,1",Chorus,Working Man
Steve Miller Band,"1,5,4,1",Verse,Take The Money and Run
They Might Be Giants,"1,5,4,1",Verse,Nightgown of the Sullen Moon
Sum 41,"1,5,4,1",Chorus,In Too Deep
Animusic,"1,5,4,1",Chorus,Stick Figures
The Decemberists,"1,5,4,1",Chorus,16 Military Wives
Yogscast,"1,5,4,1",Chorus,Carrot For A Cock
Helloween,"1,5,4,1",Chorus,Windmill
Nicki Minaj feat Skylar Grey,"1,5,4,1",Chorus Lead-Out,Bed Of Lies
Ayreon,"1,5,4,1",Chorus,Pain
Transatlantic,"1,5,4,1",Chorus,We All Need Some Light
Tom Cochrane,"1,5,4,1",Chorus,Life is a Highway
Pearl Jam,"1,5,4,1",Verse,Yellow Ledbetter
George Ezra,"1,5,4,1",Chorus,Budapest
My Chemical Romance,"1,5,4,1",Chorus,Teenagers
Ziggy Marley,"1,5,4,1",Chorus,Love is My Religion
The Script,"1,5,4,1",Instrumental,Superheroes
Vertical Horizon,"1,5,4,1",Chorus,I'm Still Here
Jimmy Buffett,"1,5,4,1",Chorus,Coast of Carolina
Parry Gripp,"1,5,4,1",Chorus,Space Unicorn
Rend Collective,"1,5,4,1",Verse,Movements
Jonathan Coulton,"1,5,4,1",Verse,Code Monkey
Schoolhouse Rock,"1,5,4,1",Verse,Interjections
Rush,"1,5,4,1",Verse,Closer to the Heart
Taylor Swift,"1,5,4,1",Chorus,Mean
Mia,"1,5,4,1",Verse,Paper Planes
Jordin Sparks,"1,5,4,1",Pre-Chorus,Battlefield
Paul Simon,"1,5,4,1",Chorus,Cecelia
Walk off the Earth,"1,5,4,1",Verse,Lightning Bolt
Walk off the Earth,"1,5,4,1",Chorus,Lightning Bolt
Kelly Clarkson,"1,5,4,1",Chorus,Walk Away
Tommy Tutone,"1,5,4,1",Pre-Chorus and Chorus,867-5309 Jenny
U2,"1,5,4,1",Pre-Chorus,Original Of The Species
DJ Shadow,"1,5,4,1",Chorus,Scale It Back feat Little Dragon
Washed Out,"1,5,4,1",Chorus,New Theory
Carrie Underwood,"1,5,4,1",Chorus,Good Girl
OMI,"1,5,4,1",Verse,Cheerleader
OMI,"1,5,4,1",Intro,Cheerleader
Ella Eyre,"1,5,4,1",Chorus,If I Go
Wiz Khalifa ft Charlie Puth,"1,5,4,1",Chorus Lead-Out,See You Again
The Beach Boys,"1,5,4,1",Verse,Barbara Ann
Coldplay,"1,5,4,1",Bridge,Charlie Brown
Lady Gaga,"1,5,4,1",Verse and Pre-Chorus,Eh Eh
The Mighty Mighty Bosstones,"1,5,4,1",Chorus,The Package Store Petition
The Mighty Mighty Bosstones,"1,5,4,1",Chorus,The Horse Shoe and the Rabbit's Foot
The Mighty Mighty Bosstones,"1,5,4,1",Verse and Pre-Chorus,The Horse Shoe and the Rabbit's Foot
Hank Green,"1,5,4,1",Chorus,Mother Pheasant Plucker
Radical Face,"1,5,4,1",Verse,Welcome Home
Radical Face,"1,5,4,1",Pre-Outro,Welcome Home
Parade Of Lights,"1,5,4,1",Intro,Feeling Electric
Robbie Williams,"1,5,4,1",Chorus,Feel
Kodaline,"1,5,4,1",Intro,One Day
Alison Krauss,"1,5,4,1",Verse,Down To The River To Pray
Miley Cyrus,"1,5,4,1",Chorus,See You Again
Catch 22,"1,5,4,1",Intro,Keasbey Nights
The Mighty Mighty Bosstones,"1,5,4,1",Chorus,The One With The Woes All Over It
Mayday Parade,"1,5,4,1",Verse,Oh Well Oh Well
The Mighty Mighty Bosstones,"1,5,4,1",Chorus,Don't Worry Desmond Dekker
Sum 41,"1,5,4,1",Intro and Verse,Heart Attack
Sum 41,"1,5,4,1",Chorus,Heart Attack
Electric Light Orchestra,"1,5,4,1",Intro and Verse,Do Ya
Shawn Mendes,"1,5,4,1",Chorus,Believe
The Mighty Mighty Bosstones,"1,5,4,1",Chorus,Sugar Free
The Mighty Mighty Bosstones,"1,5,4,1",Intro,Sugar Free
Animusic,"1,5,4,1",Chorus,Harmonic Voltage
The Mighty Mighty Bosstones,"1,5,4,1",Chorus,Bad News and Bad Breaks
Sum 41,"1,5,4,1",Chorus,No Reason
Lonestar,"1,5,4,1",Verse,Don't Let's Talk About Lisa
Less Than Jake,"1,5,4,1",Verse and Pre-Chorus,History Of A Boring Town
Cloud Nothings,"1,5,4,1",Chorus,Quieter Today
They Might Be Giants,"1,5,4,1",Verse,Everything Right Is Wrong Again
Rhythm Heaven Fever,"1,5,4,1",Verse,Catch of the Day
Good Charlotte,"1,5,4,1",Intro,The Anthem
Bruce Hornsby and the Range,"1,5,4,1",Chorus,Mandolin Rain
Joni Mitchell,"1,5,4,1",Chorus,Morning Morgantown
The Griswolds,"1,5,4,1",Chorus,Beware The Dog
Wavves,"1,5,4,1",Bridge,Way Too Much
Wavves,"1,5,4,1",Verse,Nine is God
Kenta Kiritani,"1,5,4,1",Chorus,Umi no Koe
Moby with Wayne Coyne,"1,5,4,1",Intro and Verse,The Perfect Life
Moby with Wayne Coyne,"1,5,4,1",Chorus,The Perfect Life
Michelle Branch,"1,5,4,1",Chorus,Everywhere
Green Day,"1,5,4,1",Chorus,No One Knows
George Ezra,"1,5,4,1",Intro and Verse,Song 6
George Ezra,"1,5,4,1",Pre-Chorus and Chorus,Song 6
Animation Domination High-Def,"1,5,4,1",Chorus,The Singularity Song
The Weeknd,"1,5,4,1",Intro and Verse,The Party and The After Party
David Wise,"1,5,4,1",Verse,Donkey Kong Bonus
Pr3,"1,5,4,1",Intro,Overlooked Memories
Crosby Stills and Nash,"1,5,4,1",Verse,Southern Cross
Sammy Hagar,"1,5,4,1",Verse,I'll Fall In Love Again
Rainbow,"1,5,4,1",Pre-Chorus,Stone Cold
Weezer,"1,5,4,1",Solo 1,The Greatest Man That Ever Lived
Justin Timberlake,"1,5,4,1",Intro,Mirrors
ZZ Top,"1,5,4,1",Chorus,Gimme All Your Lovin
The Shins,"1,5,4,1",Verse,Girl Inform Me
Rufus Wainwright,"1,5,4,1",Verse,Instant Pleasure
Lady Gaga,"1,5,4,1",Verse and Pre-Chorus,Dance In The Dark
Bee Gees,"1,5,4,1",Chorus,To Love Somebody
Jason Derulo,"1,5,4,1",Verse and Pre-Chorus,Ridin' Solo
Little Richard,"1,5,4,1",Verse,Long Tall Sally
Elvis Presley,"1,5,4,1",Verse,Hound Dog
Jerry Lee Lewis,"1,5,4,1",Verse,Whole Lotta Shakin' Goin' On
Little Richard,"1,5,4,1",Chorus,Tutti Frutti
JFlight,"1,5,4,1",Chorus,Tails Gets Trolled
Bob Marley,"1,5,4,1",Verse,Three Little Birds
Blink 182,"1,5,4,1",Verse,First Date
The Connells,"1,5,4,1",Verse,'74-'75
Brad Paisley,"1,5,4,1",Chorus,Two Feet of Topsoil
Third Eye Blind,"1,5,4,1",Intro,Semi-Charmed Life
Say Anything,"1,5,4,1",Intro,Shiksa
Rhythm Heaven Fever,"1,5,4,1",Chorus,Remix 10
The Weepies,"1,5,4,1",Chorus,Be My Honeypie
Carly Simon,"1,5,4,1",Verse and Pre-Chorus,You're So Vain
Live,"1,5,4,1",Intro and Verse,Lightning Crashes
Patrick Hernandez,"1,5,4,1",Verse,Born To Be Alive
Chiddy Bang,"1,5,4,1",Chorus,Mind Your Manners
Don Henley,"1,5,4,1",Chorus,The Boys of Summer
James Taylor,"1,5,4,1",Verse,Mexico
Sonic Underground,"1,5,4,1",Intro and Verse,Not Always What They Seem
Toru Minegishi,"1,5,4,1",Intro,Tokimeki Bomb Rush
Toru Minegishi,"1,5,4,1",Verse,Tokimeki Bomb Rush
Cyndi Lauper,"1,5,4,1",Chorus,True Colors
Madonna,"1,5,4,1",Verse and Pre-Chorus,Liquid Love
Greek Fire,"1,5,4,1",Verse and Pre-Chorus,Top Of The World
Toru Minegishi,"1,5,4,1",Verse,Splatoon - Split and Splat
LOCASH,"1,5,4,1",Chorus,I Love This Life
Carly Rae Jepsen,"1,5,4,1",Chorus,Warm Blood
OMI,"1,5,4,1",Intro and Verse,Cheerleader
Third Eye Blind,"1,5,4,1",Chorus,Never Let You Go
Third Eye Blind,"1,5,4,1",Verse and Pre-Chorus,Never Let You Go
Blink-182,"1,5,4,1",Chorus,Built This Pool
Blink 182,"1,5,4,5",Verse and Pre-Chorus,All The Small Things
Bruno Mars,"1,5,4,5",Chorus,Grenade
Bryan Adams,"1,5,4,5",Verse,Everything I Do
Celine Dion,"1,5,4,5",Verse,My Heart Will Go On
Johnathan Coulton and Ellen McLain,"1,5,4,5",Chorus,Still Alive
Katy Perry,"1,5,4,5",Chorus,Waking Up In Vegas
Led Zeppelin,"1,5,4,5",Intro,Stairway to Heaven
Led Zeppelin,"1,5,4,5",Chorus,Tangerine
Led Zeppelin,"1,5,4,5",Verse,Tangerine
Neutral Milk Hotel,"1,5,4,5",Verse,King of Carrot Flowers
Stephen Malkmus,"1,5,4,5",Intro,Baby C'mon
Train,"1,5,4,5",Chorus,Hey Soul Sister
Vampire Weekend,"1,5,4,5",Chorus,A-Punk
