0,cp,section,song,type,song (last.fm),artist (last.fm),listener count (last.fm),play count (last.fm),genre (last.fm)
Creedence Clearwater Revival,"1,5,1",Verse,Have You Ever Seen the Rain,3 chord,Have You Ever Seen the Rain,Creedence Clearwater Revival,548154,2921961,"classic rock, rock, 70s, Southern Rock, oldies"
Creedence Clearwater Revival,"1,5,1",Verse,Hello Mary Lou,3 chord,Hello Mary Lou,Creedence Clearwater Revival,104109,344737,"classic rock, rock, Southern Rock, roots rock, swamp rock"
Creedence Clearwater Revival,"1,5,1",Verse,Lookin' Out My Back Door,3 chord,Lookin' Out My Back Door,Creedence Clearwater Revival,481785,2355580,"classic rock, rock, Southern Rock, 60s, oldies"
Creedence Clearwater Revival,"5,6,1",Pre-Chorus and Chorus,Proud Mary,3 chord,Proud Mary,Creedence Clearwater Revival,586213,2698049,"classic rock, rock, 60s, Southern Rock, oldies"
Creedence Clearwater Revival,"1,5,4",Chorus,Up Around the Bend,3 chord,Up Around the Bend,Creedence Clearwater Revival,497524,2231091,"classic rock, rock, Southern Rock, 60s, 70s"
Cro,"1,4,5",Intro,Einmal Um Die Welt,3 chord,Einmal um die Welt,Cro,71256,669419,"german, hip hop, pop, rap, happy"
Crosby Stills and Nash,"1,5,4",Verse,Southern Cross,3 chord,Southern Cross,"Crosby, Stills & Nash",81883,348718,"classic rock, rock, folk rock, folk-rock, 80s"
Crosby Stills and Nash,"1,2,6",Outro,Suite - Judy Blue Eyes,3 chord,Suite - Judy Blue Eyes,"Crosby, Stills & Nash",2638,13345,"classic rock, folkrock, rock, folk-rock, love songs"
Crowded House,"1,6,4",Verse,Don't Dream It's Over,3 chord,Don't Dream It's Over,Crowded House,439314,2440249,"80s, pop, rock, classic rock, crowded house"
Crush 40,"1,6,4",Verse and Pre-Chorus,Escape from the City,3 chord,Escape From The City,Crush 40,3043,33469,"pop rock, melodic hardcore, Sonic, Soundtrack, happy"
Crush 40,"6,4,2",Intro,Knight Of The Wind,3 chord,Knight Of The Wind,Crush 40,4360,44790,"Sonic, rock, hard rock, game, videogame"
Crusher-P,"6,1,3",Pre-Chorus,ECHO,3 chord,ECHO,Crusher-P,1132,9800,
Crystal,"1,4,6",Chorus,Tears On My Skin,3 chord,Tears on My Skin,Crystal,889,3962,
Crystal Castles,"6,4,1",Chorus,Crimewave,3 chord,Crimewave,Crystal Castles,424495,3181195,"electronic, electro, electronica, 8-bit, synth pop"
Crystal Castles,"6,4,1",Instrumental,Reckless,3 chord,Reckless,Crystal Castles,298305,1921882,"electronic, 8-bit, electro, new rave, electronica"
Crystal Castles,"6,4,1",Chorus,Untrust Us,3 chord,Untrust Us,Crystal Castles,589185,5164034,"electronic, electro, 8-bit, electronica, 8-bit electro"
Crystal Castles,"6,4,5",Chorus,Violent Dreams,3 chord,Violent Dreams,Crystal Castles,242627,1577824,"electronic, chillwave, new rave, electro, synthpop"
Cults,"1,6,3",Chorus,Always Forever,3 chord,Always Forever,Cults,105590,499863,"indie rock, indie, 2013, rock, female vocalists"
Culture Club,"1,5,1",Verse and Pre-Chorus,Karma Chameleon,3 chord,Karma Chameleon,Culture Club,432496,1850528,"80s, pop, new wave, british, culture club"
Cutting Crew,"6,2,6",Intro,I Just Died In Your Arms,3 chord,I Just Died In Your Arms,Cutting Crew,32027,174136,"80s, new wave, rock, pop, Love"
Cyndi Lauper,"1,5,1",Verse,Girls Just Want To Have Fun,3 chord,Girls Just Want to Have Fun,Cyndi Lauper,781827,3798068,"80s, pop, female vocalists, cyndi lauper, dance"
Cyndi Lauper,"4,5,1",Chorus,Time After Time,3 chord,Time After Time,Cyndi Lauper,699171,3442149,"80s, pop, female vocalists, cyndi lauper, new wave"
Cyndi Lauper,"1,5,4",Chorus,True Colors,3 chord,True Colors,Cyndi Lauper,334694,1501738,"80s, pop, female vocalists, cyndi lauper, Love"
D-Crew,"4,5,3,4",Verse,Curus,4 chord,CURUS,D-crew,8299,26523,"ddr, Dance dance revolution, Soundtrack, j-pop, trance"
D-Nox and Beckers,"1,6,5",Verse,The Cave - Original Mix,3 chord,,,,,
DATA,"1,6,5",Verse,Don't Sing,3 chord,Don't Sing,Data,5088,24430,
DC Talk,"1,4,1",Intro and Verse,Hardway,3 chord,The Hardway,DC Talk,6185,22001,
DECO 27,"1,5,6",Chorus,Streaming Heart,3 chord,,,,,
DEV,"4,5,3",Instrumental,In The Dark,3 chord,In the Dark,Dev,228201,1392471,"dance, pop, electronic, female vocalists, female"
DIAD,"6,4,2",Solo 1,Dimension-Reversing Dualities,3 chord,Dimension-Reversing Dualities,Diad,215,719,
DJ Antoine ft The Beat Shakers,"6,4,1",Instrumental,Ma Cherie,3 chord,Ma Cherie,DJ Antoine feat. The Beat Shakers,9110,61474,"electronica, dance, summer, 2011, greece"
DJ Genki feat yukacco,"4,5,1",Chorus,Planet,3 chord,,,,,
DJ Khaled,"4,5,6",Chorus,All I Do Is Win,3 chord,All I Do is Win,DJ Khaled,51719,210545,"Hip-Hop, 2010, wkqi-fm, hip hop, rap"
DJ Khaled,"4,5,6",Chorus,Gold Slugs,3 chord,Gold Slugs,DJ Khaled,21019,78946,"Chris Brown, Hip-Hop, August Alsina, Fetty wap"
DJ Khaled,"1,2,4",Instrumental,I'm On One,3 chord,I'm On One,DJ Khaled,57338,267344,"hip hop, 2011, Hip-Hop, rap, r&b"
DJ Khaled,"6,1,3",Instrumental,I'm So Hood,3 chord,I'm So Hood,DJ Khaled,12859,51456,"Hip-Hop, rap, Dirty South, 2007, whtd-FM"
DJ Noriken feat yukacco,"4,5,6",Pre-Chorus and Chorus,Lucent,3 chord,Lucent,DJ Noriken feat Yukacco,1,1,
DJ Shadow,"1,5,4",Chorus,Scale It Back feat Little Dragon,3 chord,Scale It Back feat Little Dragon,DJ Shadow,50,198,
DJVI,"4,5,1",Verse,Back on Track - from Geometry Dash,3 chord,,,,,
DNCE,"1,6,1",Intro,CAKE BY THE OCEAN,3 chord,Cake By The Ocean,DNCE,312308,2595217,"pop, dance, funk, pop rock, 2015"
Daddy Yankee,"1,5,6",Chorus,Limbo,3 chord,Limbo,Daddy Yankee,69787,411919,"Reggaeton, Nassa, reggae, latin, youtube"
Daft Punk,"4,5,6",Outro,Aerodynamic,3 chord,Aerodynamic,Daft Punk,836613,5279789,"electronic, dance, House, electronica, techno"
Daft Punk,"6,5,4",Verse,Digital Love,3 chord,Digital Love,Daft Punk,836653,5759449,"electronic, dance, House, electronica, Daft Punk"
Daft Punk,"4,5,6",Intro and Verse,Doin' it Right,3 chord,Doin' It Right (feat. Panda Bear),Daft Punk,470551,2934441,"electronic, french, Sir Grape Fellow, dubfunktronica, panda bear"
Daft Punk,"6,2,4",Instrumental,Fall,3 chord,Fall,Daft Punk,266454,1566267,"Soundtrack, electronic, instrumental, Daft Punk, ambient"
Daft Punk,"6,5,4",Pre-Chorus,Harder Better Faster Stronger,3 chord,"Harder, Better, Faster, Stronger",Daft Punk,1252147,9601438,"electronic, dance, House, electronica, techno"
Daft Punk,"5,2,4",Intro,New Untitled Song,3 chord,,,,,
Daft Punk,"5,6,4",Instrumental,Veridis Quo,3 chord,Veridis Quo,Daft Punk,543855,2895112,"electronic, chillout, electronica, dance, Daft Punk"
Daft Punk ft Julian Casablancas,"6,5,4",Chorus,Instant Crush,3 chord,Instant Crush,Daft Punk ft Julian Casablancas,171,930,
Damjan Mravunac,"1,6,4",Intro,Corridor Of Death,3 chord,Corridor of Death,Damjan Mravunac,238,2208,
Daniel Bloom,"6,2,4",Chorus,Katarakta ft Mela Koteluk,3 chord,,,,,
Daniel Boone,"1,4,5",Chorus,Beautiful Sunday,3 chord,Beautiful Sunday,Daniel Boone,33202,111110,"70s, pop, oldies, oldie, beautiful sunday"
Daniel Ingram,"1,5,1",Verse,Apples to the Core,3 chord,Apples to the Core,Daniel Ingram,1327,14390,
Daniel Powter,"4,5,1",Chorus Lead-Out,Bad Day,3 chord,Bad Day,Daniel Powter,609362,3374521,"pop, piano, singer-songwriter, bad day, rock"
Dannic and Shermanology,"1,6,4",Chorus,Wait For You,3 chord,Wait For You,Dannic and Shermanology,11,29,
Danny Baranowsky,"1,6,2",Verse,McLarty Party People,3 chord,McLarty Party People,Danny Baranowsky,55,176,
Danny Baranowsky,"4,5,4",Chorus,Sacrificial - The Binding of Isaac OST,3 chord,,,,,
Danny Baranowsky,"6,4,5",Verse,Tomes,3 chord,Tomes,Danny Baranowsky,2851,10882,"Soundtrack, electronic, ambient, electro, chiptune"
Danny Elfman,"6,4,1",Intro,Veruca Salt - Charlie and the Chocolate Factory,3 chord,,,,,
Danny Howard,"6,5,4",Pre-Chorus,Apex,3 chord,Apex,Danny Howard,227,717,
Danny McCarthy,"1,5,6",Intro,Silver Scrapes,3 chord,Silver Scrapes,Danny McCarthy,1333,15848,
Danny McCarthy,"1,2,6",Chorus,Silver Scrapes - ProtoShredanoid Remix,3 chord,,,,,
Danny de Munk,"1,4,5",Chorus,Ik Voel Me Zo Verdomd Alleen,3 chord,Ik voel me zo verdomd alleen,Danny de Munk,8211,25007,"Soundtrack, Nederlandstalig, dutch, Nederpop, ciske de rat"
Dario G,"1,4,5",Intro,Sunchyme,3 chord,Sunchyme,Dario G,44743,243432,"dance, 90s, summer, electronic, pop"
Darude,"4,5,6",Verse,Feel The Beat,3 chord,Feel The Beat,Darude,107342,397885,"trance, dance, techno, electronic, finnish"
Darude,"1,5,6",Chorus,Sandstorm,3 chord,Sandstorm,Darude,477222,2479945,"trance, techno, dance, electronic, electronica"
Darwin Deez,"5,1,4",Pre-Chorus and Chorus,Radar Detector,3 chord,Radar Detector,Darwin Deez,250048,1435295,"indie, indie pop, songs I am likely to start singing loudly in public, happy, pop"
Dash Berlin,"4,5,6",Chorus,Man on the Run,3 chord,Man On The Run,Dash Berlin,13917,85822,"trance, female vocalists, progressive trance, personal favourites, mia"
Dash Berlin,"1,5,6",Chorus,World Falls Apart - Thomas Gold Remix,3 chord,World Falls Apart - Thomas Gold Remix,Dash Berlin,566,1672,
Dash Berlin and Jay Cosmic,"1,4,1",Chorus,Here Tonight - Lush and Simon Remix,3 chord,,,,,
Daughter,"1,4,6",Intro,Youth,3 chord,Youth,Daughter,471633,4494862,"indie, indie folk, alternative, folk, LastfmSC"
Daughtry,"1,4,1",Chorus,Home,3 chord,Home,Daughtry,302877,1556868,"rock, daughtry, alternative rock, alternative, American Idol"
Daughtry,"1,5,6",Verse,Over You,3 chord,Over You,Daughtry,352638,1986372,"rock, alternative rock, daughtry, alternative, favorites"
Dave Matthews Band,"1,4,1",Chorus,Best Of What's Around,3 chord,Best of What's Around,Dave Matthews Band,19552,64373,"rock, dave matthews band, classic rock, 80s, alternative rock"
Dave Matthews Band,"4,5,1",Chorus,Crash Into Me,3 chord,,,,,
Dave Matthews Band,"5,1,4",Verse,The Song That Jane Likes,3 chord,The Song That Jane Likes,Dave Matthews Band,27938,107094,"rock, acoustic, poppy, Carefree, seen live"
Dave Matthews and Tim Reynolds,"1,5,4",Chorus,Number 41,3 chord,Number 41,Dave Matthews & Tim Reynolds,20,86,
David Archuleta,"6,4,5",Intro,A Little Too Not Over You,3 chord,A Little Too Not Over You,David Archuleta,62533,516207,"David Archuleta, pop, American Idol, male vocalists, rnb"
David Archuleta,"6,4,1",Pre-Chorus and Chorus,Touch My Hand,3 chord,Touch My Hand,David Archuleta,46098,340487,"pop, American Idol, David Archuleta, male vocalists, Love"
David Bowie,"1,5,1",Chorus,Heroes,3 chord,"""Heroes""",David Bowie,612811,3907163,"classic rock, rock, 70s, glam rock, epic"
David Bowie,"1,5,4",Verse and Pre-Chorus,Lady Stardust,3 chord,Lady Stardust,David Bowie,268003,1380973,"glam rock, rock, classic rock, 70s, glam"
David Bowie,"1,5,1",Chorus,Let's Dance,3 chord,Let's Dance,David Bowie,538859,2640656,"80s, rock, classic rock, pop, glam rock"
David Bowie,"1,6,4",Verse,Soul Love,3 chord,Soul Love,David Bowie,260407,1350085,"glam rock, rock, classic rock, 70s, glam"
David Bowie,"1,4,1",Chorus,Space Oddity,3 chord,Space Oddity,David Bowie,699670,4373605,"classic rock, rock, glam rock, 70s, british"
David Bowie,"1,6,3",Chorus,Starman,3 chord,Starman,David Bowie,576479,3681333,"classic rock, rock, glam rock, 70s, david bowie"
David Bowie,"1,5,4",Intro,Ziggy Stardust,3 chord,Ziggy Stardust,David Bowie,729151,4386225,"classic rock, glam rock, rock, 70s, david bowie"
David Gilmour,"1,6,5",Intro and Verse,There's No Way Out Of Here,3 chord,There's No Way Out Of Here,David Gilmour,62922,265467,"Progressive rock, classic rock, david gilmour, rock, Pink Floyd"
David Glen Eisley,"4,5,6",Intro,Sweet Victory,3 chord,Sweet Victory,David Glen Eisley,10616,58481,"spongebob, classic rock, epic, rock, fuck yeah keytar"
David Guetta,"6,4,2",Chorus,Baby When The Light,3 chord,Baby When The Light,David Guetta,157646,936193,"dance, House, electronic, club, party"
David Guetta,"6,4,2",Chorus,Dangerous,3 chord,Dangerous,David Guetta,25504,172986,"pop, piano, epic, strings, synth"
David Guetta,"6,4,2",Chorus,Hey Mama,3 chord,Hey Mama,David Guetta,8035,48239,"nicki minaj, Afrojack, bebe rexha"
David Guetta,"6,3,2",Verse,Love is Gone,3 chord,Love Is Gone,David Guetta,215873,1010035,"dance, House, electronic, club, David Guetta"
David Guetta,"4,5,3",Chorus,Titanium feat Sia,3 chord,Titanium Feat Sia,David Guetta,441,5424,
David Guetta,"6,5,1",Intro,What I Did For Love,3 chord,What I Did for Love,David Guetta,3878,27831,"electronic, soul, dance, piano, france"
David Guetta,"1,2,3",Instrumental,What I Did for Love,3 chord,What I Did for Love,David Guetta,3878,27831,"electronic, soul, dance, piano, france"
David Guetta - Avicii,"1,4,5",Pre-Chorus and Chorus,Sunshine,3 chord,Sunshine,David Guetta,104405,381611,"party, dance, House, club, David Guetta"
David Guetta Ft Taped Rai,"6,5,4",Verse and Pre-Chorus,Just One Last Time,3 chord,Just One Last Time,David Guetta,14887,96622,Own Eurovision Song Contest 24
David Guetta feat Nicki Minaj,"4,5,6",Chorus,Turn Me On - Michael Calfan Remix,3 chord,,,,,
David Guetta feat Sam Martin,"1,2,4",Chorus,Lovers On The Sun,3 chord,Lovers On The Sun,David Guetta,20673,146994,"dance, 2014 single, party, featuring, Avicii"
David Guetta ft Akon,"1,4,1",Pre-Chorus,Sexy Bitch,3 chord,Sexy Bitch,David Guetta,186874,1591689,"dance, House, party, 2009, electronic"
David Guetta ft Sia,"1,5,2",Verse,She Wolf Falling To Pieces,3 chord,She Wolf Falling To Pieces,David Guetta,90,1148,
David Guetta ft Usher,"1,4,6",Verse,Without You,3 chord,Without You,David Guetta,66565,503907,"dance, David Guetta, pop, Usher, male vocalists"
David Hasselhoff,"6,3,4",Pre-Chorus and Chorus,True Survivor,3 chord,True Survivor,David Hasselhoff,22649,150613,"80s, Awesome, synthpop, 2015 single, kung fury"
David J Franco,"6,4,1",Intro,Shadow Showdown,3 chord,Shadow Showdown,David J Franco,1,3,
David Lee Murphy,"1,5,4",Chorus,Dust On The Bottle,3 chord,Dust On The Bottle,David Lee Murphy,104226,305951,"country, david lee murphy, dust on the bottle, my favorite, memories"
David Macdonald,"6,2,1",Verse,Song from Pi,3 chord,Song from Pi,David MacDonald,3,3,
David Porter,"1,2,6",Verse,Breaking Bad Theme,3 chord,Breaking Bad Theme,David Porter,4,30,
David Tavare,"4,6,5",Verse,Summer Love,3 chord,Summer Love,David Tavare,3891,22639,"dance, House, ed-hits"
David Willcocks,"4,1,4",Verse,O Come O Come Emmanuel,3 chord,,,,,
David Wise,"1,2,3",Verse,Bayou Boogie,3 chord,Bayou Boogie,David Wise,5922,32200,"video game music, ambient, Soundtrack, swamp, epic"
David Wise,"1,5,4",Verse,Donkey Kong Bonus,3 chord,,,,,
David Wise,"4,6,4",Verse,Donkey Kong Country - Aquatic Ambience,3 chord,Donkey Kong Country - Aquatic Ambience,David Wise,24,105,
David Wise,"1,6,2",Intro and Verse,Donkey Kong Country Theme Song,3 chord,Donkey Kong Country Theme Song,David Wise,10,39,
David Wise,"1,4,6",Verse,In a Snow-Bound Land,3 chord,In A Snow-Bound Land,David Wise,4722,27164,"labores somnium, video game music, SNES, Donkey Kong Country, Soundtrack"
Dawid Podsiadlo,"1,4,5",Verse,Trojkaty i Kwadraty,3 chord,Trójkąty i kwadraty,Dawid Podsiadło,42600,446583,"polish, seen live, indie, pop, singer-songwriter"
Dax Johnson,"4,5,3",Verse,A Moment In The Life Of Me,3 chord,A Moment in the Life of Me,Dax Johnson,842,8514,"piano, solo piano, relaxed, relaxing, relaxation"
Dax Johnson,"1,5,4",Chorus,The Random And The Purpose,3 chord,The Random and the Purpose,Dax Johnson,481,4348,melting away
Daya,"1,6,4",Chorus,Hide Away,3 chord,Hide Away,Daya,123630,643311,"pop, teen pop, female vocalists, singer-songwriter, american"
Daya,"1,4,5",Chorus,Sit Still Look Pretty,3 chord,Sit Still Look Pretty,Daya,205,1823,
Daze,"1,5,6",Chorus,Sea Of Love -Remix-,3 chord,,,,,
Dead,"4,6,5",Chorus,Coffe,3 chord,,,,,
Dead Or Alive,"1,2,5",Chorus,You Spin Me Round -Like a Record-,3 chord,,,,,
Deadmau5,"1,4,5",Chorus,Brazil,3 chord,Brazil,deadmau5,32623,237724,"electronic, House, chillout, beautiful, brazil"
Deadmau5,"6,1,2",Intro and Verse,Imaginary Friends,3 chord,Imaginary Friends,deadmau5,19830,72677,"Progressive House, electronic, House, STROBE KILLAH"
Deadmau5,"1,5,4",Chorus,October,3 chord,October,deadmau5,48673,206522,"electro house, Progressive House, House, electronic, instrumental"
Deadmau5,"4,5,6",Pre-Chorus,Raise Your Weapon - Madeon Remix,3 chord,Raise Your Weapon - Madeon Remix,deadmau5,601,1743,
Deadmau5,"6,4,2",Intro and Verse,Right This Second,3 chord,Right This Second,deadmau5,119168,574678,"Progressive House, House, electronic, electro, deadmau5"
Deadmau5,"4,6,5",Chorus,There Might Be Coffee,3 chord,There Might Be Coffee,deadmau5,74390,398672,"Progressive House, electronic, House, electro house, deadmau5"
Deadmau5,"6,3,4",Bridge,Your Ad Here,3 chord,Your Ad Here,deadmau5,1332,5347,
Deakin,"4,5,4",Verse and Pre-Chorus,Golden Chords,3 chord,GOLDEN CHORDS,Deakin,22361,115866,"folk, experimental, psychedelic, 2016"
Dear David,"1,2,6",Pre-Chorus,I've Been Waiting,3 chord,I've Been Waiting,Dear David,1748,6359,
Death Cab For Cutie,"1,6,5",Verse,The Ice Is Getting Thinner,3 chord,The Ice Is Getting Thinner,Death Cab for Cutie,256044,1725976,"indie, alternative, indie rock, beautiful, gossip girl"
Death Cab For Cutie,"1,2,4",Verse,The Sound of Settling,3 chord,The Sound of Settling,Death Cab for Cutie,577464,4208733,"indie, indie rock, alternative, death cab for cutie, rock"
Death Cab for Cutie,"1,5,6",Chorus,I Will Follow You Into the Dark,3 chord,I Will Follow You Into The Dark,Death Cab for Cutie,1182559,10833018,"indie, acoustic, Love, indie rock, Mellow"
Death Cab for Cutie,"1,2,4",Chorus,Title and Registration,3 chord,Title and Registration,Death Cab for Cutie,537392,4296184,"indie, indie rock, death cab for cutie, Mellow, alternative"
Deathro,"4,5,6",Bridge,Mega Man Infamous Intent - Archer Training,3 chord,,,,,
Deathro,"1,5,6",Chorus,Mega Man Infamous Intent - Gryphon Flight,3 chord,,,,,
Deathro,"4,6,5",Outro,Mega Man Infamous Intent - Hunt of the Reaper,3 chord,,,,,
Deathro,"4,5,6",Intro,Mega Man Infamous Intent -Barbarian Plain,3 chord,,,,,
Debbie Gibson,"4,1,5",Intro,Only In My Dreams,3 chord,Only in My Dreams,Debbie Gibson,52215,174926,"80s, pop, debbie gibson, female vocalists, USA"
Debbie Gibson,"1,6,4",Chorus,Out Of The Blue,3 chord,Out of the Blue,Debbie Gibson,9067,35347,"80s, pop, female vocalists, dance, dance-pop"
Deep Blue Something,"1,5,6",Chorus,Breakfast At Tiffany's,3 chord,Breakfast at Tiffany's,Deep Blue Something,445884,2243961,"90s, pop, rock, one hit wonder, alternative"
Deep Purple,"4,5,4",Intro,Smoke on the Water,3 chord,Smoke on the Water,Deep Purple,929333,4462095,"classic rock, hard rock, rock, deep purple, 70s"
Deep Purple,"4,5,1",Pre-Chorus and Chorus,Soldier Of Fortune,3 chord,Soldier Of Fortune,Deep Purple,200345,1255582,"classic rock, hard rock, rock, rock ballads, deep purple"
Deerhunter,"1,5,2",Verse,Coronado,3 chord,Coronado,Deerhunter,141853,841795,"indie rock, psychedelic, saxophone, rock, indie"
Def Leppard,"4,5,6",Chorus,Bringin' On The Heartbreak,3 chord,Bringin' on the Heartbreak,Def Leppard,74234,410438,"hard rock, rock, 80s, classic rock, heavy metal"
Def Leppard,"1,4,1",Pre-Chorus,Pour Some Sugar on Me,3 chord,Pour Some Sugar on Me,Def Leppard,351273,1874829,"80s, rock, hard rock, classic rock, Def Leppard"
Deitrick Haddon,"1,5,6",Chorus,He's Able,3 chord,He's Able,Deitrick Haddon,165,792,
Del Amitri,"1,5,4",Verse,Nothing Ever Happens,3 chord,Nothing Ever Happens,Del Amitri,45578,204302,"rock, pop, acoustic, Scottish, 90s"
Delain,"1,5,6",Chorus,Are You Done With Me,3 chord,Are You Done With Me,Delain,16875,159208,"symphonic metal, Female fronted metal, metal, Gothic Metal, dutch"
Delain,"4,5,6",Chorus,Sing to Me,3 chord,Sing to Me,Delain,16142,114409,"Gothic Metal, symphonic metal, Power metal, metal, female vocalists"
Delain,"4,1,5",Chorus,Your Body is a Battleground,3 chord,Your Body Is a Battleground,Delain,17084,128168,"Gothic Metal, symphonic metal, metal, female vocalists, Power metal"
Delphic,"6,1,3",Chorus,This Momentary,3 chord,This Momentary,Delphic,157952,789355,"electronic, indie, british, indietronica, delphic"
Delta Rae,"1,6,4",Chorus,If I Loved You,3 chord,If I Loved You,Delta Rae,11341,49266,"2010s, Something about love, conan, music choice: adult alternative, cities 97"
Delta Rhythm Boys,"1,5,1",Verse,Alouette,3 chord,Alouette,Delta Rhythm Boys,10,17,
Demi Lovato,"4,5,6",Verse,Body Say,3 chord,Body Say,Demi Lovato,92504,804032,"revival, pop, sexy, rnb, Demi Lovato"
Demi Lovato,"1,6,5",Bridge,Give Your Heart A Break,3 chord,Give Your Heart a Break,Demi Lovato,252278,2773712,"pop, Demi Lovato, Unbroken, female vocalists, amazing"
Demi Lovato,"6,4,1",Verse,Heart Attack,3 chord,Heart Attack,Demi Lovato,268259,2911135,"pop, Demi Lovato, Heart attack, dance, demi"
