artist,cp,section,song
Lily Allen,"4,6,5,6,5",Pre-Chorus and Chorus,Hard Out Here
Savant,"4,6,5,6,5",Chorus Lead-Out,Sledgehammer
Amy Diamond,"4,6,5,6,5",Chorus,What's In It For Me
Old Spice,"4,6,5,6,5",Chorus,Dadsong
Cloud Nothings,"4,6,5,6,5",Pre-Chorus,I'm Not Part of Me
Nico and Vinz,"4,6,5,6,5",Verse,That's How You Know
Eric Whitacre,"4,6,5,6,5",Pre-Chorus,Sleep
Deakin,"4,6,5,6,5",Verse and Pre-Chorus,Golden Chords
Ola Gjeilo,"4,6,5,6,5",Intro,Ubi Caritas
Muse,"4,6,5,6,5",Pre-Chorus,Resistance
Hillsong Young and Free,"4,6,5,6,16",Intro,Alive
Hillsong Young and Free,"4,6,5,6,16",Verse,Alive
Hillsong Young and Free,"4,6,5,6,16",Pre-Chorus,Alive
Hillsong Young and Free,"4,6,5,6,16",Chorus,Alive
Hillsong Young and Free,"4,6,5,6,16",Chorus Lead-Out,Alive
Hillsong Young and Free,"4,6,5,6,16",Pre-Chorus and Chorus,Alive
Saves The Day,"4,6,5,6,16",Pre-Chorus,Freakish
Kurt Vile,"4,6,5,6,1",Chorus,KV Crimes
Ellie Goulding,"4,6,5,6,1",Chorus,Lost And Found
Justin Scharvona,"4,6,5,6,3",Verse,Croc The Adventure Begins
Deathro,"4,6,5,6,3",Outro,Mega Man Infamous Intent - Hunt of the Reaper
Britney Spears,"4,6,5,6,3",Bridge,Criminal
Bloodhound Gang,"4,6,1,5,4",Intro and Verse,The Bad Touch
Cascada,"4,6,1,5,4",Verse,Every Time We Touch
Avicii,"4,6,1,5,4",Intro,Levels
Jonas Brothers,"4,6,1,5,4",Verse,Burnin up
Jonas Brothers,"4,6,1,5,4",Chorus,Burnin up
The Cars,"4,6,1,5,4",Chorus,Just What I Needed
Skrillex,"4,6,1,5,4",Verse and Pre-Chorus,Cinema Remix
The Begging Sea,"4,6,1,5,4",Chorus,All We've Got
Nadia Ali,"4,6,1,5,4",Chorus,Rapture - Avicii Remix
Citizens,"4,6,1,5,4",Intro,In Tenderness
Pitbull,"4,6,1,5,4",Chorus Lead-Out,Timber feat Kesha
Sportfreunde Stiller,"4,6,1,5,4",Chorus,Applaus Applaus
OneRepublic,"4,6,1,5,4",Verse and Pre-Chorus,Counting Stars
OneRepublic,"4,6,1,5,4",Chorus,Counting Stars
Krewella,"4,6,1,5,4",Pre-Chorus,Enjoy the Ride
Krewella,"4,6,1,5,4",Chorus,Enjoy the Ride
God is an Astronaut,"4,6,1,5,4",Outro,No Return
Pitbull,"4,6,1,5,4",Chorus,Timber Ft Kesha
Pitbull feat Kesha,"4,6,1,5,4",Chorus,Timber
Foo Fighters,"4,6,1,5,4",Chorus,My Hero
Lily Allen,"4,6,1,5,4",Pre-Chorus and Chorus,Hard Out Here
Adrian Lux,"4,6,1,5,4",Chorus,Weekend Heroes - Bauer and Lanford Remix
Eric Prydz,"4,6,1,5,4",Chorus,Call On Me
Nelly Furtado,"4,6,1,5,4",Chorus,All Good Things
Nelly Furtado,"4,6,1,5,4",Chorus Lead-Out,All Good Things
Shontelle,"4,6,1,5,4",Chorus,Impossible
Shontelle,"4,6,1,5,4",Verse,Impossible
Shontelle,"4,6,1,5,4",Pre-Chorus and Chorus,Impossible
Steve Winwood,"4,6,1,5,4",Chorus,Valerie
Double Take,"4,6,1,5,4",Chorus,Hot Problems
Natasha Bedingfield,"4,6,1,5,4",Chorus,Pocketful of Sunshine
Felix Cartal feat Ofelia,"4,6,1,5,4",Verse and Pre-Chorus,New Scene - Lucky Date Remix
Mortal Kombat,"4,6,1,5,4",Intro,Techno Syndrome
Headspace,"4,6,1,5,4",Chorus,The Big Day
Alesso,"4,6,1,5,4",Chorus,Sweet Escape
CRO,"4,6,1,5,4",Chorus,Traum
Rise Against,"4,6,1,5,4",Chorus,The Good Left Undone
Gummibar,"4,6,1,5,4",Chorus,The Gummy Bear Song
Adele,"4,6,1,5,4",Intro and Verse,Hello
Flo Rida,"4,6,1,5,4",Verse,Good Feeling
Reez,"4,6,1,5,4",Bridge,Prophecy
Nicki Minaj,"4,6,1,5,4",Chorus,Va Va Voom
Nicki Minaj,"4,6,1,5,4",Verse and Pre-Chorus,Va Va Voom
Coleman Hell,"4,6,1,5,4",Chorus,2 Heads
Coleman Hell,"4,6,1,5,4",Instrumental,2 Heads
Dax Johnson,"4,6,1,5,4",Chorus,The Random And The Purpose
Beck,"4,6,1,5,4",Chorus,Blue Moon
Saiyapimp,"4,6,1,5,4",Verse,Asagao Academy Theme feat Kori
Rihanna,"4,6,1,5,2",Chorus,Disturbia
Rihanna,"4,6,1,5,2",Pre-Chorus,Disturbia
James Morrison ft Nelly Furtado,"4,6,1,5,2",Chorus,Broken Strings
Ed Sheeran,"4,6,1,5,2",Verse,I See Fire
Quinton Barnes,"4,6,1,5,2",Verse,There's No You
Halsey,"4,6,1,5,2",Intro and Verse,Hurricane - Arty Remix
Steve Angello,"4,6,1,5,2",Chorus,Children Of The Wild
Boston,"4,6,1,5,2",Bridge,Peace of Mind
Fall Out Boy,"4,6,1,5,2",Chorus,Irresistible
Imogen Heap,"4,6,1,5,6",Chorus,Hide And Seek
Nightwish,"4,6,1,5,6",Intro and Verse,Last Of the Wilds
Alphabeat,"4,6,1,5,6",Chorus,Vacation
INXS,"4,6,1,5,6",Chorus,Mystify
Hudson Mohawke,"4,6,1,5,6",Pre-Chorus,Fuse
Dethklok,"4,6,1,5,6",Intro and Verse,Awaken
The Connells,"4,6,1,5,6",Chorus,'74-'75
Tiny Moving Parts,"4,6,1,5,6",Verse,Headache
Britney Spears,"4,6,1,4,6",Verse,Till The World Ends
Kid Cudi,"4,6,1,4,6",Chorus,Pursuit of Happiness
Carolina Liar,"4,6,1,4,6",Intro,Show Me What I'm Looking For
Carolina Liar,"4,6,1,4,6",Chorus,Show Me What I'm Looking For
The Neighbourhood,"4,6,1,4,6",Chorus,Float
Journey,"4,6,1,4,6",Pre-Chorus and Chorus,Faithfully
John Mayer,"4,6,1,4,6",Chorus,Born and Raised
Tove Lo,"4,6,1,4,6",Chorus,Habits - Stay High
Tove Lo,"4,6,1,4,6",Bridge,Habits - Stay High
Tove Lo,"4,6,1,4,6",Pre-Chorus,Stay High - Habits Remix
Flo Rida,"4,6,1,4,6",Verse,Club Can't Handle Me
GRL,"4,6,1,4,6",Chorus,Ugly Heart
The xx,"4,6,1,4,6",Chorus,Intro
Boston,"4,6,1,4,6",Bridge,Peace of Mind
Crystal,"4,6,1,4,6",Chorus,Tears On My Skin
Cheryl Cole,"4,6,1,4,6",Chorus,Call My Name
Miike Snow,"4,6,1,4,6",Chorus,Genghis Khan
Melanie Martinez,"4,6,1,4,6",Verse and Pre-Chorus,Pity Party
Blink 182,"4,6,1,4,6",Verse,Bored To Death
Beck,"4,6,1,4,6",Outro,Blue Moon
Lord Huron,"4,6,1,4,6",Verse,The Stranger
Lord Huron,"4,6,1,4,6",Bridge,Love Will Keep Us Together
Lord Huron,"4,6,1,4,6",Bridge,Love Like Ghosts
Blake Mills,"4,6,1,4,6",Outro,Wintersong
James Morrison ft Nelly Furtado,"4,6,1,4,2",Verse,Broken Strings
Avicii vs Nicky Romero,"4,6,1,4,2",Verse,I Could Be The One
Grouplove,"4,6,1,4,2",Chorus,Shark Attack
Crystal,"4,6,1,4,2",Chorus,Tears On My Skin
Manchester Orchestra,"4,6,1,4,2",Intro,Top Notch
Jeremy Soule,"4,6,1,4,2",Intro,Morrowind Theme Song
Sara Bareilles,"4,6,1,4,5",Intro,King of Anything
Shinedown,"4,6,1,4,5",Verse and Pre-Chorus,Second Chance
blur,"4,6,1,4,5",Chorus,Coffee and TV
Tan Bionica,"4,6,1,3,4",Verse,Ciudad Magica
Lily Allen,"4,6,1,3,4",Pre-Chorus and Chorus,Hard Out Here
Lindsey Stirling,"4,6,1,3,4",Chorus,Sun Skip
Grouplove,"4,6,1,3,4",Chorus,Shark Attack
Justin Bieber,"4,6,1,3,4",Chorus Lead-Out,Company
Major Lazer,"4,6,1,3,4",Verse and Pre-Chorus,Cold Water ft Justin Bieber and MO
Major Lazer,"4,6,1,3,4",Chorus,Cold Water ft Justin Bieber and MO
Beach House,"4,6,1,3,4",Verse,Turtle Island
Alex Clare,"4,6,1,2,4",Intro,Too Close
Swedish House Mafia,"4,6,1,2,4",Chorus,Save The World
Soundprank,"4,6,1,2,4",Chorus,Animus
Thursday,"4,6,1,2,4",Chorus,Friends In The Armed Forces
Es Posthumus,"4,6,1,2,4",Chorus,Nara
Kitaro,"4,6,1,2,4",Verse,Jubei's Theme
Thomas Bergersen,"4,6,1,2,4",Instrumental,Dragonland
Adam Lambert,"4,6,1,2,4",Verse,Ghost Town
Mike Posner,"4,6,1,2,4",Chorus,Please Don't Go
Mike Posner,"4,6,1,2,4",Verse and Pre-Chorus,Please Don't Go
DJ Khaled,"4,6,1,2,4",Instrumental,I'm On One
Jin,"4,6,1,2,b7",Verse,Outer Science
The Neighbourhood,"4,6,1,2,6",Chorus,Float
Matt Pincer vs Xam,"4,6,1,2,6",Chorus,Rainshine
Eisley,"4,6,1,2,6",Chorus,Drink The Water
They Might Be Giants,"4,6,1,2,5",Verse and Pre-Chorus,Sensurround
Dragonforce,"4,6,1,2,5",Chorus,Through the Fire and Flames
Alex Syntek and Ana Torroja,"4,6,4,6,4",Verse,Duele El Amor
Blur,"4,6,4,6,4",Chorus,Colin Zeal
Frog Fractions Soundtrack,"4,6,4,6,4",Verse,Rimushotto Bungie Jump
Fall Out Boy,"4,6,4,6,4",Verse,My Songs Know What You Did In The Dark
Nirvana,"4,6,4,6,4",Chorus,Something in the Way
U2,"4,6,4,6,4",Verse and Pre-Chorus,All I Want Is You
Michael Jackson,"4,6,4,6,4",Pre-Chorus,Billie Jean
System of a Down,"4,6,4,6,4",Pre-Chorus and Chorus,Aerials
Paris Hilton,"4,6,4,6,4",Verse,My BFF
Paris Hilton,"4,6,4,6,4",Bridge,My BFF
Sam Hulick,"4,6,4,6,4",Intro and Verse,I Was Lost Without You - Mass Effect 3 OST
Tove Lo,"4,6,4,6,4",Chorus,Stay High - Habits Remix
Tove Lo,"4,6,4,6,4",Verse,Stay High - Habits Remix
Avril Lavigne,"4,6,4,6,4",Intro,When You're Gone
Carrie Underwood,"4,6,4,6,4",Chorus,Before He Cheats
Jamie Cullum,"4,6,4,6,4",Chorus Lead-Out,Don't stop the music
Pink Floyd,"4,6,4,6,4",Verse,What Do You Want From Me
Nathan Ford,"4,6,4,6,4",Verse,Apologies for the Rain
Sylver,"4,6,4,6,4",Verse,Turn the tide
Billy Talent,"4,6,4,6,4",Pre-Chorus and Chorus,The Ex
The Police,"4,6,4,6,4",Pre-Chorus and Chorus,Message In A Bottle
Regina Spektor,"4,6,4,6,4",Bridge,You've Got Time
Cloud Nothings,"4,6,4,6,4",Verse,Quieter Today
Eisley,"4,6,4,6,4",Verse,Marvelous Things
Neutral Milk Hotel,"4,6,4,6,4",Verse and Pre-Chorus,Oh Comely
Nintendo,"4,6,4,6,4",Verse,Tetris Attack - Forest World
Wan Wan,"4,6,4,6,4",Intro,Diva's Device
Melanie Martinez,"4,6,4,6,4",Verse,Dollhouse
The Coral,"4,6,4,6,4",Chorus,Dreaming Of You
ZUN,"4,6,4,6,4",Verse,Blue Sea of 53 Minutes
Muse,"4,6,4,6,4",Chorus,Butterflies And Hurricanes
Beach House,"4,6,4,6,4",Outro,Walk in the Park
Carly Rae Jepsen,"4,6,4,6,5",Intro,This Kiss
Mat Zo,"4,6,4,6,5",Chorus,The Lost
The Killers,"4,6,4,6,5",Chorus,Miss Atomic Bomb
Lindsey Stirling,"4,6,4,6,5",Intro and Verse,Beyond The Veil
Dustin Kensrue,"4,6,4,6,5",Chorus,Rejoice
Avril Lavigne,"4,6,4,6,5",Intro,When You're Gone
Nhato,"4,6,4,6,5",Bridge,Miss You
Billy Talent,"4,6,4,6,5",Pre-Chorus and Chorus,The Ex
SCORPIONS,"4,6,4,6,5",Verse,Rock You Like a Hurricane
Taylor Swift,"4,6,4,6,5",Bridge,The Best Day
Ozzy Osbourne,"4,6,4,6,5",Verse,Mr Crowley
Rebecca Sugar,"4,6,4,6,5",Bridge,Full Disclosure - Steven Universe
Dragonforce,"4,6,4,6,1",Chorus,Through the Fire and Flames
Tove Lo,"4,6,4,6,1",Chorus,Stay High - Habits Remix
Tove Lo,"4,6,4,6,1",Verse,Stay High - Habits Remix
Madonna,"4,6,4,6,1",Verse,Nothing Really Matters
Hyuna,"4,6,4,1,4",Chorus,Bubble Pop
Sum 41,"4,6,4,1,4",Intro and Verse,Confusion and Frustration in Modern Times
Avril Lavigne,"4,6,4,1,4",Verse,What the hell
Avril Lavigne,"4,6,4,1,4",Chorus,What the hell
Fall Out Boy,"4,6,4,1,4",Verse,Sugar We're Going Down
Fall Out Boy,"4,6,4,1,4",Chorus,Sugar We're Going Down
Blink 182,"4,6,4,1,4",Verse,Adam's Song
Motion City Soundtrack,"4,6,4,1,4",Chorus,Everything Is Alright
Kelly Clarkson,"4,6,4,1,4",Chorus,Since U Been Gone
Kelly Clarkson,"4,6,4,1,4",Bridge,Since U Been Gone
Florida Georgia Line,"4,6,4,1,4",Chorus,Dirt
Brand New,"4,6,4,1,4",Verse,The Quiet Things That No One Ever Knows
Fences,"4,6,4,1,4",Verse,Arrows
The Lumineers,"4,6,4,1,4",Verse and Pre-Chorus,Stubborn Love
The Lumineers,"4,6,4,1,4",Intro,Stubborn Love
Yeah Yeah Yeahs,"4,6,4,1,4",Instrumental,Skeletons
Demi Lovato,"4,6,4,1,4",Verse and Pre-Chorus,Stone Cold
Wang Chung,"4,6,4,1,4",Chorus,Everybody Have Fun Tonight
JayKay - Lil Wayne - Rick Ross - Mack 10 ,"4,6,4,1,5",Pre-Chorus and Chorus,Party Encore
Guns N' Roses,"4,6,4,1,5",Chorus,Patience
The Gaslight Anthem,"4,6,4,1,5",Verse,The Navesink Banks
Nightwish,"4,6,4,1,5",Verse and Pre-Chorus,Wish I Had An Angel
Coldplay,"4,6,4,1,6",Chorus,Charlie Brown
Nintendo,"4,6,4,1,6",Verse,Tetris Attack - Forest World
Radiohead,"4,6,4,1,56",Verse and Pre-Chorus,Motion Picture Soundtrack
Regina Spektor,"4,6,4,1,56",Bridge,You've Got Time
Plastic Tree,"4,6,4,5,6",Verse and Pre-Chorus,Mizuiro Girlfriend
Yasunori Mitsuda,"4,6,4,5,6",Instrumental,Chrono Trigger - Frog's Theme
Christopher Tin,"4,6,4,5,6",Instrumental,Baba Yetu
Arty and Matisse and Sadko,"4,6,4,5,6",Chorus,Riot
Nicki Minaj,"4,6,4,5,6",Bridge,Va Va Voom
Melanie Martinez,"4,6,4,5,6",Verse,Dollhouse
Mr Death,"4,6,4,5,6",Chorus,Red Velvet
Ozzy Osbourne,"4,6,4,5,6",Verse,Mr Crowley
Nintendo,"4,6,4,5,6",Verse and Pre-Chorus,Warioware DIY- Jimmy's Aerobics
Van Halen,"4,6,4,5,6",Intro,Right Now
The La's,"4,6,4,5,1",Bridge,There She Goes
Helloween,"4,6,4,5,1",Chorus,Windmill
Cloud Nothings,"4,6,4,5,1",Verse,Quieter Today
Fountains of Wayne,"4,6,4,5,1",Chorus,Hey Julie
Sam Hulick,"4,6,4,5,5/5",Intro and Verse,I Was Lost Without You - Mass Effect 3 OST
Yasunori Mitsuda,"4,6,4,5,5/5",Instrumental,Chrono Trigger - Frog's Theme
Dire Straits,"4,6,4,5,4",Chorus,Sultans of Swing
SCORPIONS,"4,6,4,5,4",Verse,Rock You Like a Hurricane
Soundprank,"4,6,4,5,2",Chorus,Animus
The World Ends With You,"4,6,4,5,2",Chorus,Deja Vu
Adele,"6,4,1,5,6",Chorus,Someone Like You
Avril Lavigne,"6,4,1,5,6",Chorus,Girlfriend
Bruno Mars,"6,4,1,5,6",Chorus,Grenade
Carrie Underwood,"6,4,1,5,6",Chorus,So Small
Carrie Underwood,"6,4,1,5,6",Verse,So Small
Cascada,"6,4,1,5,6",Chorus,Every Time We Touch
Cheryl Cole,"6,4,1,5,6",Verse,Parachute
Flo Rida,"6,4,1,5,6",Instrumental,Whistle
Jason Mraz,"6,4,1,5,6",Verse,I'm Yours
Kelly Clarkson,"6,4,1,5,6",Verse,Already Gone
Lady Gaga,"6,4,1,5,6",Chorus,The Edge Of Glory
Maroon 5,"6,4,1,5,6",Chorus,She Will Be Loved
Matchbox 20,"6,4,1,5,6",Verse,Real World
NOFX,"6,4,1,5,6",Chorus,Please Play This Song On The Radio
Of Monsters And Men,"6,4,1,5,6",Chorus,Little Talks
Of Monsters And Men,"6,4,1,5,6",Intro,Little Talks
One Direction,"6,4,1,5,6",Pre-Chorus,Live While We're Young
One Republic,"6,4,1,5,6",Verse and Pre-Chorus,Say
Pink,"6,4,1,5,6",Chorus,U and Ur Hand
Rihanna,"6,4,1,5,6",Pre-Chorus,Love The Way You Lie Part 2
Rihanna,"6,4,1,5,6",Verse,Love The Way You Lie Part 2
Shakira,"6,4,1,5,6",Pre-Chorus and Chorus,Waka Waka
Snow Patrol,"6,4,1,5,6",Chorus,Run
Taylor Swift,"6,4,1,5,6",Verse,I Knew You Were Trouble
The Lonely Island,"6,4,1,5,6",Bridge,Jack Sparrow
The Lonely Island,"6,4,1,5,6",Chorus,Jack Sparrow
Tim McGraw,"6,4,1,5,6",Verse,It's Your Love
Train,"6,4,1,5,6",Verse,Hey Soul Sister
Avicii - Ezon remix ,"6,4,1,5,6",Chorus,All You Need Is Love
Avril Lavigne,"6,4,1,5,6",Chorus,Complicated
Green Day,"6,4,1,5,6",Intro,21 Guns
Green Day,"6,4,1,5,6",Verse,21 Guns
Green Day,"6,4,1,5,6",Chorus,Boulevard of Broken Dreams
Green Day,"6,4,1,5,6",Chorus,Holiday
Green Day,"6,4,1,5,6",Verse,Holiday
Linkin Park,"6,4,1,5,6",Chorus,Numb
Michel Telo,"6,4,1,5,6",Chorus,Ai Se Eu Te Pego
Mike Candys,"6,4,1,5,6",Intro,2012 'If The World Would End'
Mike Candys,"6,4,1,5,6",Pre-Chorus and Chorus,2012 'If The World Would End'
Red Hot Chili Peppers,"6,4,1,5,6",Chorus,Snow -Hey Oh-
Sum 41,"6,4,1,5,6",Chorus,Confusion and Frustration in Modern Times
Sum 41,"6,4,1,5,6",Intro,Confusion and Frustration in Modern Times
Sum 41,"6,4,1,5,6",Intro and Verse,Confusion and Frustration in Modern Times
Sum 41,"6,4,1,5,6",Verse and Pre-Chorus,Confusion and Frustration in Modern Times
Sum 41,"6,4,1,5,6",Chorus,Walking Disaster
Lady Gaga,"6,4,1,5,6",Chorus,Paparazzi
Yiruma,"6,4,1,5,6",Intro and Verse,River flows in you
Roxette,"6,4,1,5,6",Chorus,Listen To Your Heart
Lady Gaga,"6,4,1,5,6",Chorus,Alejandro
Toto,"6,4,1,5,6",Chorus,Africa
The Avett Brothers,"6,4,1,5,6",Verse,Life
Tidal Wave,"6,4,1,5,6",Instrumental,Sub Focus
Taylor Swift,"6,4,1,5,6",Bridge,Stay Stay Stay
Edward Maya,"6,4,1,5,6",Instrumental,Stereo Love
Deep Blue Something,"6,4,1,5,6",Chorus,Breakfast At Tiffany's
Rome,"6,4,1,5,6",Chorus,Seasons
RIO,"6,4,1,5,6",Chorus,Living in Stereo
RIO,"6,4,1,5,6",Pre-Chorus,Living in Stereo
Britney Spears,"6,4,1,5,6",Intro,Born to make you happy
Britney Spears,"6,4,1,5,6",Chorus,Born to make you happy
Axis of Awesome,"6,4,1,5,6",Chorus,Four Chord Songs
Passion Pit,"6,4,1,5,6",Chorus,Take A Walk
Charles Jenkins,"6,4,1,5,6",Verse,Awesome
Charles Jenkins,"6,4,1,5,6",Verse and Pre-Chorus,Awesome
Jo Blankenburg,"6,4,1,5,6",Intro,Illumielle
Blink 182,"6,4,1,5,6",Verse,What's My Age Again
Blink 182,"6,4,1,5,6",Chorus,What's My Age Again
Red Hot Chili Peppers,"6,4,1,5,6",Chorus,Otherside
Armin van Buuren,"6,4,1,5,6",Verse,This Is What It Feels Like
Armin van Buuren,"6,4,1,5,6",Pre-Chorus,This Is What It Feels Like
Armin van Buuren,"6,4,1,5,6",Chorus,This Is What It Feels Like
Demi Lovato,"6,4,1,5,6",Verse,Heart Attack
Fall Out Boy,"6,4,1,5,6",Pre-Chorus and Chorus,My Songs Know What You Did In The Dark
Plastic Tree,"6,4,1,5,6",Verse and Pre-Chorus,Mizuiro Girlfriend
Charles Jenkins,"6,4,1,5,6",Intro,Awesome
Florida Georgia Line,"6,4,1,5,6",Chorus,Get Your Shine On
O Zone,"6,4,1,5,6",Intro,Dragostea Din Tei
O Zone,"6,4,1,5,6",Verse and Pre-Chorus,Dragostea Din Tei
O Zone,"6,4,1,5,6",Chorus Lead-Out,Dragostea Din Tei
Basshunter,"6,4,1,5,6",Verse,All I Ever Wanted
ItaloBrothers,"6,4,1,5,6",Pre-Chorus,Stamp on the Ground
ItaloBrothers,"6,4,1,5,6",Instrumental,Stamp on the Ground
Klaus Badelt,"6,4,1,5,6",Verse,He's a Pirate
Imogen Heap,"6,4,1,5,6",Verse,Hide And Seek
Imogen Heap,"6,4,1,5,6",Pre-Chorus,Hide And Seek
Iyaz,"6,4,1,5,6",Chorus,Replay
Kelly Clarkson,"6,4,1,5,6",Verse and Pre-Chorus,Behind These Hazel Eyes
Kelly Clarkson,"6,4,1,5,6",Chorus,Behind These Hazel Eyes
Kelly Clarkson,"6,4,1,5,6",Bridge,Behind These Hazel Eyes
JayKay - Lil Wayne - Rick Ross - Mack 10 ,"6,4,1,5,6",Pre-Chorus and Chorus,Party Encore
Mike Candys,"6,4,1,5,6",Intro and Verse,Everybody
Mike Candys,"6,4,1,5,6",Pre-Chorus and Chorus,Everybody
Nelly,"6,4,1,5,6",Instrumental,Just A Dream
The Veronicas,"6,4,1,5,6",Chorus,Everything I'm Not
The Veronicas,"6,4,1,5,6",Chorus,4ever
John Mayer,"6,4,1,5,6",Chorus,Waiting on the World to Change
Shania Twain,"6,4,1,5,6",Verse and Pre-Chorus,That Don't Impress Me Much
Shania Twain,"6,4,1,5,6",Chorus,That Don't Impress Me Much
Noam Kaniel,"6,4,1,5,6",Intro,A World Without Danger
Renard,"6,4,1,5,6",Bridge,Intensive Care Unit
Miley Cyrus,"6,4,1,5,6",Chorus,Wrecking Ball
Bush,"6,4,1,5,6",Intro and Verse,Glycerine
Taeyang,"6,4,1,5,6",Intro,Wedding Dress
Chris Tomlin,"6,4,1,5,6",Chorus,Our God
Joan Osborne,"6,4,1,5,6",Intro,One of Us
Globus,"6,4,1,5,6",Intro,Europa
Globus,"6,4,1,5,6",Verse,Europa
Globus,"6,4,1,5,6",Chorus,Europa
Globus,"6,4,1,5,6",Chorus Lead-Out,Europa
Globus,"6,4,1,5,6",Pre-Chorus,Europa
Steve Winwood,"6,4,1,5,6",Chorus,Higher Love
Danny McCarthy,"6,4,1,5,6",Verse,Silver Scrapes
High School Musical,"6,4,1,5,6",Chorus,Stick to the Status Quo
Klaas,"6,4,1,5,6",Intro and Verse,Heartbeat
nigahiga,"6,4,1,5,6",Chorus,Nice Guys
Mayhem,"6,4,1,5,6",Intro,Eggs -Furries In A Blender RMX-
Mayhem,"6,4,1,5,6",Pre-Chorus,Eggs -Furries In A Blender RMX-
Katy Perry,"6,4,1,5,6",Verse,Unconditionally
Josh Groban,"6,4,1,5,6",Chorus,You Raise Me Up
The Offspring,"6,4,1,5,6",Verse,You're Gonna Go Far Kid
The Offspring,"6,4,1,5,6",Pre-Chorus and Chorus,You're Gonna Go Far Kid
Bruce Dickinson,"6,4,1,5,6",Chorus,Tears of The Dragon
Manowar,"6,4,1,5,6",Chorus,Master of the wind
Iron Maiden,"6,4,1,5,6",Chorus,Blood Brothers
Iron Maiden,"6,4,1,5,6",Verse and Pre-Chorus,No more lies
Braken,"6,4,1,5,6",Intro and Verse,To The Stars
Orchestral Manoeuvres in the Dark,"6,4,1,5,6",Intro,Electricity
Luke Bryan,"6,4,1,5,6",Verse,Crash My Party
Pegboard Nerds,"6,4,1,5,6",Chorus,Self Destruct
Avicii,"6,4,1,5,6",Intro and Verse,Hey Brother
the Sing Team,"6,4,1,5,6",Chorus,Satisfied in You
Eagle Eye Cherry,"6,4,1,5,6",Intro,Save Tonight
Alex Lloyd,"6,4,1,5,6",Chorus,Amazing
Natalie Imbruglia,"6,4,1,5,6",Chorus,Torn
Natalie Imbruglia,"6,4,1,5,6",Outro,Torn
Switchfoot,"6,4,1,5,6",Intro,Your Love is a Song
Jimi Hendrix,"6,4,1,5,6",Intro and Verse,Bold as love
A Great Big World,"6,4,1,5,6",Intro,Say Something
Israel Kamakawiwoole,"6,4,1,5,6",Intro,Somewhere Over the Rainbow
Israel Kamakawiwoole,"6,4,1,5,6",Bridge,Somewhere Over the Rainbow
MistFolk,"6,4,1,5,6",Pre-Chorus and Chorus,Storm Spirits
Enya,"6,4,1,5,6",Verse,May It Be
Imagine Dragons,"6,4,1,5,6",Intro and Verse,Demons
Imagine Dragons,"6,4,1,5,6",Pre-Chorus and Chorus,Demons
Klingande,"6,4,1,5,6",Verse,Punga
Iron Maiden,"6,4,1,5,6",Verse and Pre-Chorus,The Wicker Man
Scorpions,"6,4,1,5,6",Chorus,Still loving you
Idina Menzel,"6,4,1,5,6",Chorus,Let It Go
UNiTE,"6,4,1,5,6",Chorus,Ai -'ation-
Paris Hilton,"6,4,1,5,6",Chorus,Nothing In This World
Miriam Bryant,"6,4,1,5,6",Chorus,Push Play
Brad Paisley and Alison Krauss,"6,4,1,5,6",Chorus,Whiskey Lullaby
Dj Fortify,"6,4,1,5,6",Solo 1,PEWDIEPIE Song
Dj Fortify,"6,4,1,5,6",Solo 2,PEWDIEPIE Song
Alligatoah,"6,4,1,5,6",Intro,Willst Du
Alligatoah,"6,4,1,5,6",Chorus,Willst Du
Ozzy Osbourne,"6,4,1,5,6",Chorus,Crazy Train
Zedd-ft-Foxes,"6,4,1,5,6",Chorus,Clarity Vicetone Remix 
Bonnie Mckee,"6,4,1,5,6",Verse,American Girl
Virtual Riot,"6,4,1,5,6",Chorus,Energy Drink
Gary Allan,"6,4,1,5,6",Chorus,Smoke Rings in the Dark
Flo RIda,"6,4,1,5,6",Chorus,Whistle
YB,"6,4,1,5,6",Pre-Chorus,Flying Butterfly
YB,"6,4,1,5,6",Chorus,Flying Butterfly
The Offspring,"6,4,1,5,6",Verse,Self Esteem
Sanna Nielsen,"6,4,1,5,6",Chorus,Undo
Alligatoah,"6,4,1,5,6",Pre-Chorus and Chorus,Narben
Daddy Yankee,"6,4,1,5,6",Chorus,Limbo
Tiesto,"6,4,1,5,6",Chorus,Red Lights
The Script,"6,4,1,5,6",Intro,Hall of Fame
The Script,"6,4,1,5,6",Chorus,Hall of Fame
John Legend,"6,4,1,5,6",Intro and Verse,All of Me
John Legend,"6,4,1,5,6",Pre-Chorus and Chorus,All of Me
The All-American Rejects,"6,4,1,5,6",Verse,Dirty Little Secret
Florida Georgia Line,"6,4,1,5,6",Chorus,Cruise
Red Hot Chili Peppers,"6,4,1,5,6",Verse,Under The Bridge
All Levels at Once,"6,4,1,5,6",Chorus,Phoenix
Fergie,"6,4,1,5,6",Chorus,Big Girls Don't Cry
Kelly Clarkson,"6,4,1,5,6",Pre-Chorus and Chorus,Breakaway
HertzDevil,"6,4,1,5,6",Intro,Blueshift Galaxy
Scott McKenzie,"6,4,1,5,6",Chorus,San Francisco
Alexandra Stan,"6,4,1,5,6",Chorus,Get Back ASAP
Black Eyed Peas,"6,4,1,5,6",Chorus,Where Is The Love
Harry Gregson-Williams,"6,4,1,5,6",Outro,Metal Gear
Justice Crew,"6,4,1,5,6",Instrumental,Que Sera
