artist,cp,section,song
dj-Jo,"6,3,4,5,6",Intro,Leaving Without
Nobuo Uematsu,"6,3,4,5,6",Intro,Neverending Journey
Delain,"6,3,4,5,6",Chorus,Your Body is a Battleground
Delain,"6,3,4,5,6",Chorus,Sing to Me
Parkway Drive,"6,3,4,5,6",Intro,Horizons
Madeon,"6,3,4,5,6",Chorus,Nonsense ft Mark Foster
Sigala,"6,3,4,5,6",Verse,Say You Do
ZUN,"6,3,4,5,6",Verse,Purest Sky and Sea
ZUN,"6,3,4,5,6",Outro,Purest Sky and Sea
Faith No More,"6,3,4,5,6",Intro,Epic
Toby Fox,"6,3,4,5,6",Bridge,Spear of Justice
Steps,"6,3,4,5,6",Chorus,Tragedy
Marina and the Diamonds,"6,3,4,5,6",Chorus,Bubblegum Bitch
Demi Lovato,"6,3,4,5,6",Verse,Body Say
Rhapsody of Fire,"6,3,4,5,1",Chorus,Emerald Sword
Takahashi Yu,"6,3,4,5,1",Verse and Pre-Chorus,Genjitsu to Iu Na no Kaibutsu to Tatakau MonoTachi
Mike Candys,"6,3,4,5,1",Intro,One Night in Ibiza
Backstreet Boys,"6,3,4,5,1",Chorus,Get Another Boyfriend
Schoolhouse Rock,"6,3,4,5,1",Verse,Shot Heard 'Round the World
Avicii,"6,3,4,5,1",Chorus,Dear Boy
Tangerine Kitty,"6,3,4,5,1",Chorus,Dumb Ways to Die
Agoaniki-P,"6,3,4,5,1",Intro and Verse,Double Lariat - featuring Megurine Luka
Green Day,"6,3,4,5,1",Chorus,Amy
Crazy and Corza,"6,3,4,5,1",Chorus,Wildfire
Avicii,"6,3,4,5,1",Chorus,Shame On Me
ABBA,"6,3,4,5,1",Outro,Knowing Me Knowing You
The Beatles,"6,3,4,5,1",Verse,I Will
Sylvie Vartan,"6,3,4,5,1",Chorus,Irresistiblement
Jacksfilms,"6,3,4,5,1",Bridge,Valentine's Day is a Lie
The Verve,"6,3,4,5,1",Verse and Pre-Chorus,The Drugs Don't Work
Ian van Dahl,"6,3,4,5,1",Chorus,Castles In The Sky
Yuuyu,"6,3,4,5,1",Intro and Verse,Deep-Sea Girl
Icelandic Folk,"6,3,4,5,1",Instrumental,Islandsljod
Little Peggy March,"6,3,4,5,1",Verse,I Will Follow Him
Jay Sean,"6,3,4,5,1",Chorus,2012
Jay Sean,"6,3,4,5,1",Pre-Chorus,2012
FamicomForever,"6,3,4,5,1",Chorus,Tame Trip
Mini Pati,"6,3,4,5,1",Chorus Lead-Out,Acha Cha Kare
Mini Pati,"6,3,4,5,1",Chorus Lead-Out,Acha Cha Karee
Ai Ootsuka,"6,3,4,5,3",Chorus,Sakuranbo
Avicii,"6,3,4,5,3",Chorus,Dear Boy
Avicii,"6,3,4,5,3",Pre-Chorus and Chorus,Dear Boy
Disney,"6,3,4,5,3",Chorus,Colors Of The Wind
Rustie,"6,3,4,5,3",Verse,4eva
Sondre Lerche,"6,3,4,5,3",Pre-Chorus,Say It All
Frou Frou,"6,3,4,1,6",Chorus,Let Go
Syn Cole,"6,3,4,1,6",Verse,April
Leona Lewis,"6,3,4,1,6",Verse,I Will Be
Leona Lewis,"6,3,4,1,6",Pre-Chorus and Chorus,I Will Be
Agoaniki-P,"6,3,4,1,6",Intro and Verse,Double Lariat - featuring Megurine Luka
The Cranberries,"6,3,4,1,6",Intro,Ode to my family
Grant Smillie and Walden,"6,3,4,1,6",Chorus,A Million Lights
Marcus Werner,"6,3,4,1,6",Verse,Octavia
Octavia,"6,3,4,1,6",Chorus,Marcus Werner
Marcus Werner,"6,3,4,1,6",Chorus,Octavia
Gold Motel,"6,3,4,1,6",Chorus,Brand New Kind of Blue
Zedd feat Selena Gomez,"6,3,4,1,6",Intro and Verse,I Want You To Know
Chairlift,"6,3,4,1,6",Chorus,Evident Utensil
The Living End,"6,3,4,1,6",Chorus,West End Riot
Wavves,"6,3,4,1,6",Pre-Chorus,Pony
Wavves,"6,3,4,1,6",Chorus,Pony
Weezer,"6,3,4,1,6",Pre-Chorus,Dreamin
Spice Girls,"6,3,4,1,6",Chorus,Viva Forever
Spice Girls,"6,3,4,1,6",Verse and Pre-Chorus,Viva Forever
Timeflies,"6,3,4,1,6",Pre-Chorus,All the Way
Lindsey Stirling,"6,3,4,1,6",Pre-Chorus,Lost Girls
Lindsey Stirling,"6,3,4,1,6",Chorus,Lost Girls
Aerosmith,"6,3,4,1,5",Verse,Cryin'
Diana Ross,"6,3,4,1,5",Pre-Chorus,If We Hold On Together
Green Day,"6,3,4,1,5",Verse,Basketcase
Nicki Minaj,"6,3,4,1,5",Pre-Chorus,Starships
Lenka,"6,3,4,1,5",Chorus,Trouble is a Friend
Kaskade,"6,3,4,1,5",Intro,Turn It Down - feat Rebecca and Fiona
Jimi Hendrix,"6,3,4,1,5",Verse,Castles Made of Sand
Instrumental Core,"6,3,4,1,5",Chorus,The Angels Among Demons
Red Hot Chili Peppers,"6,3,4,1,5",Verse,Under The Bridge
Red Hot Chili Peppers,"6,3,4,1,5",Chorus,Under The Bridge
Florence and the Machine,"6,3,4,1,5",Chorus,Spectrum
Family of the Year,"6,3,4,1,5",Chorus,Hero
Spongebob Squarepants,"6,3,4,1,5",Verse,A Day Like This
Bonnie Tyler,"6,3,4,1,5",Chorus,Holding Out For A Hero
Chairlift,"6,3,4,1,5",Chorus,Evident Utensil
The Mighty Mighty Bosstones,"6,3,4,1,5",Chorus,Bad News and Bad Breaks
The Living End,"6,3,4,1,5",Chorus,West End Riot
Delain,"6,3,4,1,5",Chorus,Your Body is a Battleground
Sia,"6,3,4,1,5",Chorus,Move Your Body
Jo Blankenburg,"6,3,4,1,2",Instrumental,Gryphonheart
Syn Cole,"6,3,4,1,2",Verse,April
Paul Romero,"6,3,4,1,2",Intro,Heroes of Might and Magic 3 Main Theme
Nintendo,"6,3,4,1,2",Bridge,Super Smash Bros Melee - Onett
Jackson 5,"6,3,4,1,2",Intro,I Want You Back
Jackson 5,"6,3,4,1,2",Verse,I Want You Back
Jackson 5,"6,3,4,1,2",Chorus,I Want You Back
Cool and Create,"6,3,4,1,2",Chorus,Help me ERINNNNNN
EDX,"6,3,4,1,2",Chorus,Cool You Off
Hozier,"6,3,4,1,2",Chorus,Jackie And Wilson
Yuuyu,"6,3,4,1,2",Intro and Verse,Deep-Sea Girl
Fleet Foxes,"6,3,4,1,2",Verse,He Doesn't Know Why
Falco,"6,3,4,1,2",Chorus,Jeanny
Johann Pachelbel,"6,3,4,1,4",Intro,Canon in D Major
Johann Pachelbel,"6,3,4,1,4",Pre-Chorus,Canon in D Major
Johann Pachelbel,"6,3,4,1,4",Chorus,Canon in D Major
Evermore,"6,3,4,1,4",Verse,Running
Tamas Wells,"6,3,4,1,4",Verse,Valder Fields
Helloween,"6,3,4,1,4",Chorus,Forever and one
Alicia Keys,"6,3,4,1,4",Bridge,Girl On Fire
Parry Gripp,"6,3,4,1,4",Verse,It's Raining Tacos
Helloween,"6,3,4,1,4",Solo,Forever and one
Blink-182,"6,3,4,1,4",Chorus,Teenage Satellites
Radiohead,"6,3,4,2,3",Intro and Verse,Where I End and You Begin
Rihanna,"6,3,4,2,3",Chorus,Rude Boy
Nino Rota,"6,3,4,2,3",Verse,Romeo and Juliet
Animusic,"6,3,4,2,3",Bridge,Acoustic Curves
Gammer,"6,3,4,2,3",Chorus,Nostalgia - Rustie Edit
Rihanna,"6,3,4,2,3",Verse and Pre-Chorus,Rude Boy
Rihanna,"6,3,4,2,3",Bridge,Rude Boy
Helvetic Nerds,"6,3,4,2,5",Intro,Herodes
Daft Punk,"6,3,4,2,5",Verse and Pre-Chorus,Aerodynamic
Steven Wilson,"6,3,4,2,5",Intro,Drive Home
Sean Kingston,"6,3,4,2,5",Chorus,Fire Burning
Muse,"6,3,4,2,5",Chorus,Explorers
Muse,"6,3,4,2,5",Pre-Chorus and Chorus,Explorers
Violens,"6,3,4,2,6",Verse,All Night Low
Timbaland,"6,3,4,2,6",Chorus,Give It To Me
Madeon,"6,3,4,2,6",Pre-Chorus,La Lune ft Dan Smith
Imani Williams,"6,3,4,2,6",Pre-Chorus,Don't Need No Money ft Sigala and Blonde
Marcus Werner,"6,3,4,2,4",Verse,Octavia
Octavia,"6,3,4,2,4",Chorus,Marcus Werner
Marcus Werner,"6,3,4,2,4",Chorus,Octavia
Shakira,"6,3,4,2,4",Chorus,Hips Don't Lie ft Wyclef Jean
Neil Finn,"6,3,4,2,1",Verse,Song of the Lonely Mountain
Lindsey Stirling,"6,3,4,2,1",Pre-Chorus,Mirror Haus
Solee,"6,3,4,2,1",Verse,Ice
Britney Spears,"6,3,4,6,3",Chorus,Seal It With a Kiss
Ghostface Kilobyte,"6,3,4,6,3",Pre-Chorus and Chorus,CLUB DRUNK PARTY HANDS
MGMT,"6,3,4,6,3",Verse,Electric Feel
Faithless,"6,3,4,6,3",Chorus,Insomnia
Gammer,"6,3,4,6,3",Chorus,Nostalgia - Rustie Edit
Disney,"6,3,4,6,3",Chorus,Colors Of The Wind
Tame Impala,"6,3,4,6,3",Pre-Chorus and Chorus,Eventually
Fegie,"6,3,4,6,3",Verse and Pre-Chorus,LA Love
Demi Lovato,"6,3,4,6,3",Verse,Body Say
Usher,"6,3,4,6,5",Verse,OMG
Enya,"6,3,4,6,5",Verse,Caribbean Blue
Lindsey Stirling,"6,3,4,6,5",Pre-Chorus,Mirror Haus
All American Rejects,"6,3,4,6,5",Chorus,Gives You Hell
REM,"6,3,6,3,6",Verse,Losing My Religion
Sistar,"6,3,6,3,6",Chorus,Alone
Queen,"6,3,6,3,6",Outro 1,Bohemian Rhapsody
Evanescence ,"6,3,6,3,6",Pre-Chorus,My Immortal
ItaloBrothers,"6,3,6,3,6",Chorus,This is Nightlife
Equalizers,"6,3,6,3,6",Verse,Every City
Nobuo Uematsu,"6,3,6,3,6",Instrumental,Bo-Kon-Ho-Ko
Blind Guardian,"6,3,6,3,6",Verse,Harvest of Sorrow
Jay Chou,"6,3,6,3,6",Verse,Little Blacksmith in Milan
Jay Chou,"6,3,6,3,6",Chorus,Little Blacksmith in Milan
The Beatles,"6,3,6,3,6",Verse,Things We Said Today
The Beatles,"6,3,6,3,6",Pre-Chorus,Things We Said Today
Quad City DJ's,"6,3,6,3,6",Chorus,Space Jam
Andrew York,"6,3,6,3,6",Chorus,Sanzen-In
Iggy Azalea,"6,3,6,3,6",Instrumental,Black Widow ft Rita Ora
Joe McDermott,"6,3,6,3,6",Instrumental,Zombie Panic
Mike Oldfield,"6,3,6,3,6",Intro,Nuclear
Nintendo,"6,3,6,3,6",Verse,Tetris Attack - Water Stage
Nobuo Uematsu,"6,3,6,3,6",Intro,Neverending Journey
Rex Preston and Miranda Sykes,"6,3,6,3,6",Verse,Me And My Sister The Moon
Cher,"6,3,6,3,6",Chorus,Gypsys Tramps and Thieves
The Strokes,"6,3,6,3,6",Pre-Chorus,New York City Cops
Destiny's Child,"6,3,6,3,6",Chorus,Independent Women Part 1
Toru Minegishi,"6,3,6,3,6",Verse,Splatoon - Calamari Inkantation
Evanescence ,"6,3,6,3,5",Pre-Chorus,My Immortal
The Beatles,"6,3,6,3,5",Bridge,And I Love Her
Dido,"6,3,6,3,5",Verse,White Flag
Ryu,"6,3,6,3,5",Intro,532nm
Pink Floyd,"6,3,6,3,5",Verse,Hey You
Toru Minegishi,"6,3,6,3,5",Verse,Splatoon - Calamari Inkantation
REM,"6,3,6,3,2",Verse,Losing My Religion
Helloween,"6,3,6,3,2",Verse,Forever And One
PPK,"6,3,6,3,2",Chorus,Resurrection
Ela Rose,"6,3,6,3,2",Chorus,Lovely Words
Joe McDermott,"6,3,6,3,2",Instrumental,Zombie Panic
Toru Minegishi,"6,3,6,3,2",Verse,Splatoon - Calamari Inkantation
Sistar,"6,3,6,3,4",Chorus,Alone
Backstreet Boys,"6,3,6,3,4",Chorus,Get Another Boyfriend
Ghostface Kilobyte,"6,3,6,3,4",Pre-Chorus and Chorus,CLUB DRUNK PARTY HANDS
Nintendo,"6,3,6,3,4",Verse,Tetris Attack - Water Stage
Nobuo Uematsu,"6,3,6,3,4",Intro,Neverending Journey
Falco,"6,3,6,3,4",Chorus,Jeanny
Steps,"6,3,6,3,4",Chorus,Tragedy
Gamma ray,"6,3,6,2,6",Verse,Lake of tears
The Wailers,"6,3,6,2,6",Intro and Verse,Roots Rock Reggae
Rex Preston and Miranda Sykes,"6,3,6,2,6",Verse,Me And My Sister The Moon
Destiny's Child,"6,3,6,2,6",Pre-Chorus,Independent Women Part 1
The Living Tombstone,"6,3,6,2,1",Chorus,Squid Melody
Kino,"6,3,6,2,1",Verse,Bezdelnik
ItaloBrothers,"6,3,6,5,1",Chorus,This is Nightlife
Ben Folds,"6,3,6,5,1",Intro and Verse,You Don't Know Me
Dethklok,"6,3,6,5,1",Intro and Verse,Awaken
Twenty One Pilots,"6,3,6,5,1",Pre-Chorus and Chorus,Stressed Out
Twenty One Pilots,"6,3,6,5,1",Intro and Verse,Stressed Out
Nobuo Uematsu,"6,3,6,5,6",Instrumental,Bo-Kon-Ho-Ko
Blind Guardian,"6,3,6,5,6",Intro,A Past And Future Secret
Deep Purple,"6,3,6,5,6",Verse,Soldier Of Fortune
Smiley feat Kaan,"6,3,6,5,6",Chorus,Criminal
ZUN,"6,3,6,5,6",Verse and Pre-Chorus,Primordial Beat - Pristine Beat
Thrice,"6,3,6,5,4",Pre-Chorus and Chorus,The Weight
Nintendo,"6,3,6,5,4",Verse,Tetris Attack - Water Stage
The Strokes,"6,3,6,5,4",Pre-Chorus,New York City Cops
Deathro,"6,3,6,5,564",Outro,Mega Man Infamous Intent - Hunt of the Reaper
ParagonX9,"6,3,6,4,5",Instrumental,Chaoz Fantasy
Isao Sasaki,"6,3,6,4,5",Verse,Getter Robo
Ghostface Kilobyte,"6,3,6,4,3",Pre-Chorus and Chorus,CLUB DRUNK PARTY HANDS
The Living Tombstone,"6,3,6,4,3",Chorus,Squid Melody
Queen,"6,3,6,4,2",Intro and Verse,The Show Must Go On
The Human League,"6,3,5,6,3",Intro,Don't You Want Me
Lenka,"6,3,5,6,3",Verse,Trouble is a Friend
Paul Van Dyk,"6,3,5,6,3",Chorus,For An Angel
Miike Snow,"6,3,5,6,3",Verse,Animal
littlelamp100,"6,3,5,6,3",Intro,Mega Man Infamous Intent - Countless Tomes
littlelamp100,"6,3,5,6,3",Verse,Mega Man Infamous Intent - Countless Tomes
Ryu,"6,3,5,6,3",Intro,532nm
Rick and Morty,"6,3,5,6,3",Verse and Pre-Chorus,Goodbye moonmen
Toru Minegishi,"6,3,5,6,3",Verse,Splatoon - Calamari Inkantation
Mausland Band,"6,3,5,6,1",Intro,Aggressive Alpine Skiing
Bill Withers,"6,3,5,6,5",Chorus,Ain't No Sunshine
Game Freak,"6,3,5,6,5",Intro and Verse,Lake Crater
The Human League,"6,3,5,6,46",Intro,Don't You Want Me
Alicia Keys,"6,3,5,1,6",Pre-Chorus,Girl On Fire
Alicia Keys,"6,3,5,1,6",Chorus,Girl On Fire
David Guetta ft Sia,"6,3,5,1,6",Instrumental,She Wolf Falling To Pieces
David Guetta ft Sia,"6,3,5,1,6",Pre-Chorus,She Wolf Falling To Pieces
Paul Kelly,"6,3,5,1,6",Intro and Verse,From Little Things Big Things Grow
Paul Kelly,"6,3,5,1,6",Chorus,From Little Things Big Things Grow
Mindless Self Indulgence BDM Remix,"6,3,5,1,6",Intro and Verse,Straight to the Video
U2,"6,3,5,1,6",Chorus,Original Of The Species
Rod Stewart,"6,3,5,1,6",Chorus,Young Turks
Starfucker,"6,3,5,1,6",Instrumental,Julius
Roy Orbison,"6,3,5,1,6",Verse and Pre-Chorus,You Got It
Schmoyoho,"6,3,5,1,4",Chorus,Dead Giveaway
Neru,"6,3,5,1,4",Chorus Lead-Out,Law-Evading Rock
Bruce Dickinson,"6,3,5,4,5",Chorus,Man Of Sorrows
Blur,"6,3,5,4,5",Chorus,Advert
Ladytron,"6,3,5,4,6",Chorus,Destroy Everything You Touch
Fire When Ready,"6,3,5,4,6",Verse,We All Need Reminders
Blur,"6,3,5,4,6",Chorus,Advert
Fire When Ready,"6,3,5,4,2",Verse,We All Need Reminders
Kate Bush,"6,3,5,4,2",Verse,Suspended In Gaffa
South Park,"6,3,5,4,16",Chorus,The Cigarette Song
Erasure,"6,3,5,4,1",Pre-Chorus,Always
Justin Scharvona,"6,3,5,2,6",Verse,Croc The Adventure Begins
Zlad,"6,3,5,2,6",Verse,Elektronik Supersonik
Capella,"6,3,5,2,6",Bridge,U Got 2 Let The Music
Fire When Ready,"6,3,5,2,6",Verse,We All Need Reminders
Eric Whitacre,"6,3,5,2,6",Verse,Sleep
SoulEye,"6,3,5,2,4",Solo,Potential for Anything
Zabutom,"6,3,5,2,37",Solo,Zeta Force - Blast Off Into Space
Dido,"6,3,5,2,3",Verse,White Flag
Darude,"6,3,5,2,3",Verse,Feel The Beat
Beach House,"6,3,5,2,5",Verse,Wishes
Inna,"6,3,2,6,3",Instrumental,Amazing
Helloween,"6,3,2,6,3",Verse,Forever And One
Kelis,"6,3,2,6,3",Chorus,Trick Me
Max Romeo,"6,3,2,6,3",Chorus,I Chase The Devil
Joe McDermott,"6,3,2,6,2",Instrumental,Zombie Panic
Josh Groban,"6,3,2,6,5",Chorus,O Holy Night
Chain Reaction,"6,3,2,6,4",Solo,Barricades
Belle and Sebastian,"6,3,2,5,6",Chorus,Like Dylan in the Movies
Ela Rose,"6,3,2,5,6",Chorus,Lovely Words
Animusic,"6,3,2,5,6",Pre-Chorus,Aqua Harp
Jasper Byrne,"6,3,2,5,6",Intro,Voyager
Toru Minegishi,"6,3,2,5,6",Verse,Splatoon - Calamari Inkantation
No Doubt,"6,3,2,5,1",Verse,Don't Speak
Gwen Stefani,"6,3,2,5,1",Chorus,The Sweet Escape
Kenta Kiritani,"6,3,2,5,1",Chorus,Umi no Koe
No Doubt,"6,3,2,5,3",Verse,Don't Speak
Klaxons,"6,3,2,3,6",Intro,Golden Skans
Mayday,"6,3,2,3,6",Intro,You're not truly happy
The Cinematics,"6,3,2,3,6",Verse and Pre-Chorus,Race To The City
Imai Asami,"6,3,2,3,6",Chorus,Corpse Party - Shangri-La
Rihanna,"6,3,2,3,4",Chorus,Kiss It Better
Justin Timberlake,"6,3,2,4,6",Verse,Mirrors
David Guetta,"6,3,2,4,5",Verse,Love is Gone
Arno Cost,"6,3,2,4,5",Chorus,Strong
PPK,"6,3,2,4,2",Chorus,Resurrection
Guns N' Roses,"6,3,2,1,4",Outro 2,November Rain
Helloween,"6,3,2,5/6,6",Solo,Forever and one
Wan Wan,"6,3,2,5/6,6",Verse,The Princess That Was Erased From History
Adele,"5,6,4,1,5",Chorus,Someone Like You
Avril Lavigne,"5,6,4,1,5",Chorus,Girlfriend
Bruno Mars,"5,6,4,1,5",Chorus,Grenade
Carly Rae Jepsen,"5,6,4,1,5",Chorus,Call Me Maybe
Carrie Underwood,"5,6,4,1,5",Chorus,So Small
Carrie Underwood,"5,6,4,1,5",Verse,So Small
Cascada,"5,6,4,1,5",Chorus,Every Time We Touch
Cascada,"5,6,4,1,5",Verse,Every Time We Touch
Cheryl Cole,"5,6,4,1,5",Verse,Parachute
Demi Lovato,"5,6,4,1,5",Intro,Skyscraper
Flo Rida,"5,6,4,1,5",Instrumental,Whistle
Jason Mraz,"5,6,4,1,5",Verse,I'm Yours
Kelly Clarkson,"5,6,4,1,5",Verse,Already Gone
Lady Gaga,"5,6,4,1,5",Chorus,The Edge Of Glory
Maroon 5,"5,6,4,1,5",Chorus,She Will Be Loved
Matchbox 20,"5,6,4,1,5",Verse,Real World
NOFX,"5,6,4,1,5",Chorus,Please Play This Song On The Radio
Of Monsters And Men,"5,6,4,1,5",Chorus,Little Talks
Of Monsters And Men,"5,6,4,1,5",Intro,Little Talks
Old Crow Medicine Show,"5,6,4,1,5",Verse,Wagon Wheel
One Direction,"5,6,4,1,5",Pre-Chorus,Live While We're Young
One Republic,"5,6,4,1,5",Verse and Pre-Chorus,Say
Owl City,"5,6,4,1,5",Chorus,Fireflies
Pink,"5,6,4,1,5",Chorus,U and Ur Hand
Rihanna,"5,6,4,1,5",Pre-Chorus,Love The Way You Lie Part 2
Rihanna,"5,6,4,1,5",Verse,Love The Way You Lie Part 2
Shakira,"5,6,4,1,5",Pre-Chorus and Chorus,Waka Waka
Skid Row,"5,6,4,1,5",Pre-Chorus and Chorus,Wasted Time
Snow Patrol,"5,6,4,1,5",Chorus,Run
Taylor Swift,"5,6,4,1,5",Verse,I Knew You Were Trouble
The Lonely Island,"5,6,4,1,5",Bridge,Jack Sparrow
The Lonely Island,"5,6,4,1,5",Chorus,Jack Sparrow
Tim McGraw,"5,6,4,1,5",Verse,It's Your Love
Tim McGraw,"5,6,4,1,5",Verse,Where The Green Grass Grows
Train,"5,6,4,1,5",Verse,Hey Soul Sister
Avicii - Ezon remix ,"5,6,4,1,5",Chorus,All You Need Is Love
Avril Lavigne,"5,6,4,1,5",Chorus,Complicated
Green Day,"5,6,4,1,5",Intro,21 Guns
Green Day,"5,6,4,1,5",Verse,21 Guns
Green Day,"5,6,4,1,5",Chorus,Boulevard of Broken Dreams
Green Day,"5,6,4,1,5",Chorus,Holiday
Linkin Park,"5,6,4,1,5",Chorus,Numb
Michel Telo,"5,6,4,1,5",Chorus,Ai Se Eu Te Pego
Mike Candys,"5,6,4,1,5",Intro,2012 'If The World Would End'
Mike Candys,"5,6,4,1,5",Pre-Chorus and Chorus,2012 'If The World Would End'
Red Hot Chili Peppers,"5,6,4,1,5",Chorus,Snow -Hey Oh-
Sum 41,"5,6,4,1,5",Chorus,Confusion and Frustration in Modern Times
Sum 41,"5,6,4,1,5",Intro,Confusion and Frustration in Modern Times
Sum 41,"5,6,4,1,5",Intro and Verse,Confusion and Frustration in Modern Times
Sum 41,"5,6,4,1,5",Verse and Pre-Chorus,Confusion and Frustration in Modern Times
Sum 41,"5,6,4,1,5",Chorus,Walking Disaster
Jeff Marx and Robert Lopez,"5,6,4,1,5",Verse and Pre-Chorus,The Internet Is For Porn
Lady Gaga,"5,6,4,1,5",Chorus,Paparazzi
Linkin Park,"5,6,4,1,5",Chorus,Castle Of Glass
Yiruma,"5,6,4,1,5",Intro and Verse,River flows in you
Roxette,"5,6,4,1,5",Chorus,Listen To Your Heart
Lady Gaga,"5,6,4,1,5",Chorus,Alejandro
Toto,"5,6,4,1,5",Chorus,Africa
The Avett Brothers,"5,6,4,1,5",Verse,Life
Tidal Wave,"5,6,4,1,5",Instrumental,Sub Focus
Taylor Swift,"5,6,4,1,5",Bridge,Stay Stay Stay
Edward Maya,"5,6,4,1,5",Instrumental,Stereo Love
Deep Blue Something,"5,6,4,1,5",Chorus,Breakfast At Tiffany's
Rome,"5,6,4,1,5",Chorus,Seasons
RIO,"5,6,4,1,5",Chorus,Living in Stereo
RIO,"5,6,4,1,5",Pre-Chorus,Living in Stereo
Britney Spears,"5,6,4,1,5",Intro,Born to make you happy
Britney Spears,"5,6,4,1,5",Chorus,Born to make you happy
Axis of Awesome,"5,6,4,1,5",Chorus,Four Chord Songs
Passion Pit,"5,6,4,1,5",Chorus,Take A Walk
Passenger,"5,6,4,1,5",Chorus,Let Her Go
Charles Jenkins,"5,6,4,1,5",Verse,Awesome
Charles Jenkins,"5,6,4,1,5",Verse and Pre-Chorus,Awesome
Blink 182,"5,6,4,1,5",Verse,What's My Age Again
Blink 182,"5,6,4,1,5",Chorus,What's My Age Again
Red Hot Chili Peppers,"5,6,4,1,5",Chorus,Otherside
Demi Lovato,"5,6,4,1,5",Verse,Heart Attack
Fall Out Boy,"5,6,4,1,5",Pre-Chorus and Chorus,My Songs Know What You Did In The Dark
Plastic Tree,"5,6,4,1,5",Verse and Pre-Chorus,Mizuiro Girlfriend
Charles Jenkins,"5,6,4,1,5",Intro,Awesome
Florida Georgia Line,"5,6,4,1,5",Chorus,Get Your Shine On
O Zone,"5,6,4,1,5",Intro,Dragostea Din Tei
O Zone,"5,6,4,1,5",Verse and Pre-Chorus,Dragostea Din Tei
O Zone,"5,6,4,1,5",Chorus Lead-Out,Dragostea Din Tei
Basshunter,"5,6,4,1,5",Verse,All I Ever Wanted
ItaloBrothers,"5,6,4,1,5",Pre-Chorus,Stamp on the Ground
ItaloBrothers,"5,6,4,1,5",Instrumental,Stamp on the Ground
Imogen Heap,"5,6,4,1,5",Verse,Hide And Seek
Imogen Heap,"5,6,4,1,5",Pre-Chorus,Hide And Seek
Iyaz,"5,6,4,1,5",Chorus,Replay
Kelly Clarkson,"5,6,4,1,5",Verse and Pre-Chorus,Behind These Hazel Eyes
Kelly Clarkson,"5,6,4,1,5",Chorus,Behind These Hazel Eyes
Kelly Clarkson,"5,6,4,1,5",Bridge,Behind These Hazel Eyes
Mike Candys,"5,6,4,1,5",Intro and Verse,Everybody
Mike Candys,"5,6,4,1,5",Pre-Chorus and Chorus,Everybody
Nelly,"5,6,4,1,5",Instrumental,Just A Dream
The Veronicas,"5,6,4,1,5",Chorus,Everything I'm Not
The Veronicas,"5,6,4,1,5",Chorus,4ever
Shania Twain,"5,6,4,1,5",Verse and Pre-Chorus,That Don't Impress Me Much
Shania Twain,"5,6,4,1,5",Chorus,That Don't Impress Me Much
Noam Kaniel,"5,6,4,1,5",Intro,A World Without Danger
Renard,"5,6,4,1,5",Bridge,Intensive Care Unit
Miley Cyrus,"5,6,4,1,5",Chorus,Wrecking Ball
Bush,"5,6,4,1,5",Intro and Verse,Glycerine
Taeyang,"5,6,4,1,5",Intro,Wedding Dress
Patent Pending,"5,6,4,1,5",Chorus,Hey Mario
Chris Tomlin,"5,6,4,1,5",Chorus,Our God
Bob Dylan,"5,6,4,1,5",Intro and Verse,Don't Think Twice It's Alright
Joan Osborne,"5,6,4,1,5",Intro,One of Us
Bruce Rowland,"5,6,4,1,5",Intro and Verse,Jessica's Theme
Steve Winwood,"5,6,4,1,5",Chorus,Higher Love
Danny McCarthy,"5,6,4,1,5",Intro,Silver Scrapes
Klaas,"5,6,4,1,5",Intro and Verse,Heartbeat
Panama,"5,6,4,1,5",Chorus,Always
nigahiga,"5,6,4,1,5",Chorus,Nice Guys
Mayhem,"5,6,4,1,5",Intro,Eggs -Furries In A Blender RMX-
Mayhem,"5,6,4,1,5",Pre-Chorus,Eggs -Furries In A Blender RMX-
Katy Perry,"5,6,4,1,5",Verse,Unconditionally
Neighborhood Annoyance ,"5,6,4,1,5",Solo,ICE CREAM TRUCK
The Offspring,"5,6,4,1,5",Verse,You're Gonna Go Far Kid
The Offspring,"5,6,4,1,5",Pre-Chorus and Chorus,You're Gonna Go Far Kid
Bruce Dickinson,"5,6,4,1,5",Chorus,Tears of The Dragon
Iron Maiden,"5,6,4,1,5",Chorus,Blood Brothers
Iron Maiden,"5,6,4,1,5",Verse and Pre-Chorus,No more lies
Braken,"5,6,4,1,5",Intro and Verse,To The Stars
Orchestral Manoeuvres in the Dark,"5,6,4,1,5",Intro,Electricity
Bob Dylan,"5,6,4,1,5",Chorus,Don't Think Twice It's Alright
Luke Bryan,"5,6,4,1,5",Verse,Crash My Party
The Wanted,"5,6,4,1,5",Chorus,We Own The Night
Avicii,"5,6,4,1,5",Intro and Verse,Hey Brother
the Sing Team,"5,6,4,1,5",Chorus,Satisfied in You
Eagle Eye Cherry,"5,6,4,1,5",Intro,Save Tonight
Alex Lloyd,"5,6,4,1,5",Chorus,Amazing
Natalie Imbruglia,"5,6,4,1,5",Chorus,Torn
Natalie Imbruglia,"5,6,4,1,5",Outro,Torn
Switchfoot,"5,6,4,1,5",Intro,Your Love is a Song
Jimi Hendrix,"5,6,4,1,5",Intro and Verse,Bold as love
Jimi Hendrix,"5,6,4,1,5",Chorus,Bold as love
A Great Big World,"5,6,4,1,5",Intro,Say Something
