,artist,cp,section,song,type,listener count (last.fm),play count (last.fm),genre (last.fm),popularity (Spotify),release date (Spotify)
28153,Neon Indian,"4,5,3",Instrumental,Polish Girl,3 chord,333706,2237575,chillwave,56,2011
28184,Dax Johnson,"4,5,3",Verse,A Moment In The Life Of Me,3 chord,842,8514,piano,15,2000
28267,Sia,"4,5,3",Verse and Pre-Chorus,Chandelier,3 chord,635847,8630130,pop,71,2015
28317,ClariS,"4,5,3",Verse,Connect,3 chord,17041,244449,anime,50,2010
28355,Art Garfunkel,"4,5,3",Chorus,Bright Eyes,3 chord,105432,389069,folk,57,1979
28363,Aretha Franklin,"4,5,3",Chorus,I Say A Little Prayer,3 chord,486808,2268386,soul,77,1968
28368,Kylie Minogue,"4,5,3",Chorus,I Should Be So Lucky,3 chord,128400,637839,pop,49,1988
28403,Colbie Caillat,"4,6,5",Pre-Chorus,Realize,3 chord,312337,1498255,female vocalists,61,2007
28431,Drake,"4,6,5",Verse,Take Care,3 chord,401827,2298278,pop,72,2011
28479,Metallica,"4,6,5",Verse,Nothing Else Matters,3 chord,1127478,10589220,metal,71,1991
28485,Nelly,"4,6,5",Chorus,Ride With Me,3 chord,553328,1740311,rap,75,2000
28508,Rihanna,"4,6,5",Pre-Chorus and Chorus,Diamonds,3 chord,621705,6721057,pop,66,2012
28513,The Beatles,"4,6,5",Intro,While My Guitar Gently Weeps,3 chord,719294,4860548,classic rock,51,2006
28531,LMFAO,"4,6,5",Intro,Champagne Showers,3 chord,116390,516380,lmfao,48,2011
28536,Carly Rae Jepsen,"4,6,5",Intro,This Kiss,3 chord,109538,809951,pop,46,2012
28576,Nsync,"4,6,5",Verse,Bye Bye bye,3 chord,423453,1987929,pop,73,2000
28591,Kim Carnes,"4,6,5",Intro,Bette Davis Eyes,3 chord,372498,1780203,80s,73,1981
28637,REO Speedwagon,"4,6,5",Pre-Chorus,Roll With The Changes,3 chord,84854,290733,classic rock,59,1978
28646,Drake ft Rihanna,"4,6,5",Intro,Take Care,3 chord,401827,2298278,Drake,72,2011
28694,Maroon 5,"4,6,5",Chorus,Love Somebody,3 chord,202369,1217955,pop,60,2012
28710,Lana Del Rey,"4,6,5",Intro and Verse,Summertime Sadness,3 chord,798848,9716992,indie,65,2012
28760,Emblem3,"4,6,5",Chorus,I Love LA,3 chord,5126,26031,teen pop,28,2013
28793,Eminem feat Rihanna,"4,6,5",Intro,The Monster,3 chord,395550,2599154,rap,76,2013
28855,Robert Miles,"4,6,5",Instrumental,Fable,3 chord,62454,222036,trance,47,1996
28882,Keane,"4,6,5",Chorus,Silenced By The Night - Alesso Remix,3 chord,16090,47237,90s alternative,28,2012
28911,John Newman,"4,6,5",Pre-Chorus,Love Me Again,3 chord,402983,3204305,pop,67,2013
28916,Calvin Harris,"4,6,5",Chorus,Summer,3 chord,464528,3510647,dance,80,2014
28921,Emancipator,"4,6,5",Verse,Nevergreen,3 chord,179693,946693,downtempo,59,2010
28934,Studio Killers,"4,6,5",Chorus,Eros and Apollo,3 chord,22155,212023,electropop,48,2013
28949,Conchita Wurst,"4,6,5",Chorus,Rise Like a Phoenix,3 chord,34484,332173,Eurovision,48,2015
28969,Ellie Goulding,"4,6,5",Verse and Pre-Chorus,You My Everything,3 chord,90604,827157,Drum and bass,39,2013
28976,Ellie Goulding,"4,6,5",Chorus,Figure 8,3 chord,208843,2071840,pop,44,2012
28998,Foxes,"4,6,5",Chorus,Let Go For Tonight,3 chord,71628,623860,pop,36,2014
29029,The Killers,"4,6,5",Chorus,Miss Atomic Bomb,3 chord,192326,1333557,indie rock,61,2012
29039,Lindsey Stirling,"4,6,5",Intro and Verse,Beyond The Veil,3 chord,58116,353146,violin,49,2014
29133,All American Rejects,"4,6,5",Chorus,Gives You Hell,3 chord,671529,4729280,rock,73,2008
29162,James Blunt,"4,6,5",Chorus,Bonfire Heart,3 chord,176211,1060325,rock,49,2013
29203,Wire,"4,6,5",Verse,Outdoor Miner,3 chord,69980,304226,post-punk,39,1978
29210,Deadmau5,"4,6,5",Chorus,There Might Be Coffee,3 chord,74390,398672,Progressive House,42,2013
29223,The Doors,"4,6,5",Verse,Love Street,3 chord,350100,1887580,classic rock,58,1968
29228,Thrice,"4,6,5",Verse,Red Sky,3 chord,104996,765804,rock,50,2005
29237,Jordan Rudess,"4,6,5",Solo,Shifting Sands,3 chord,5636,16288,Progressive rock,6,2001
29255,Milow,"4,6,5",Chorus,Ayo Technology,3 chord,241356,1860617,acoustic,32,2012
29275,Marlon Roudette,"4,6,5",Instrumental,When The Beat Drops Out,3 chord,95525,533309,pop,51,2014
29285,Steven Wilson,"4,6,5",Chorus,Hand Cannot Erase,3 chord,34351,321814,Progressive rock,41,2015
29318,Chase and Status,"4,6,5",Chorus,Blind Faith,3 chord,163448,980366,dubstep,62,2011
29355,Nick Jonas,"4,6,5",Chorus,Chains,3 chord,81313,617405,pop,63,2015
29390,Alt-J,"4,6,5",Verse,Matilda,3 chord,388783,3542894,indie,57,2012
29416,Robyn,"4,6,5",Chorus,Indestructible,3 chord,147527,1456836,swedish,44,2010
29472,The Weeknd,"4,6,5",Pre-Chorus and Chorus,Can't Feel My Face,3 chord,485836,4396285,love at first listen,80,2015
29527,Bob Seger,"4,6,5",Chorus,Night Moves,3 chord,181815,648114,classic rock,72,1976
29604,ATB,"4,6,5",Intro,Ecstasy,3 chord,201902,1477737,trance,54,2004
29686,Smallpools,"4,6,5",Intro,Dreaming,3 chord,144626,877812,pop,59,2015
29691,Smallpools,"4,6,5",Chorus,Dreaming - The Chainsmokers Remix,3 chord,20723,81285,remix,57,2013
29703,Britney Spears,"4,6,5",Bridge,Criminal,3 chord,220559,2717363,pop,67,2011
29707,Lana Del Rey,"4,6,5",Bridge,Ride,3 chord,409276,5174012,indie,59,2012
29715,Silversun Pickups,"4,6,5",Pre-Chorus and Chorus,Panic Switch,3 chord,231590,1740787,alternative,59,2009
29721,Booka Shade,"4,6,5",Chorus,Love Inc,3 chord,30364,137683,electronic,46,2013
29784,Ola Gjeilo,"4,6,5",Intro,Ubi Caritas,3 chord,4141,16326,piano,41,2016
29807,Chance the Rapper,"4,6,5",Chorus,Same Drugs,3 chord,127617,792365,Hip-Hop,70,2016
29818,Muse,"4,6,5",Pre-Chorus,Resistance,3 chord,623721,5939596,alternative rock,65,2009
29823,The 1975,"4,6,5",Chorus,Somebody Else,3 chord,203505,2021191,pop,76,2016
29830,G-Eazy,"4,6,5",Pre-Chorus,Drifting,3 chord,31644,139947,Chris Brown,63,2015
29876,Blink-182,"4,6,5",Verse,San Diego,3 chord,47575,291613,punk rock,55,2016
30050,Ludovico Einaudi,"4,6,1",Intro,Experience,3 chord,72057,444135,piano,55,2013
30127,Gwen Stefani,"4,6,1",Intro,The Sweet Escape,3 chord,644301,3139141,pop,68,2006
30154,Josh Guru Project,"4,6,1",Instrumental,Infinity 2008,3 chord,139540,1016675,dance,67,2011
30296,Manchester Orchestra,"4,6,1",Intro,Top Notch,3 chord,50189,300754,<3,38,2013
30391,Regina Spektor,"4,6,1",Verse,The Calculation,3 chord,198182,1365244,female vocalists,44,2009
30429,Justin Bieber,"4,6,1",Chorus Lead-Out,Company,3 chord,153560,1012103,pop,73,2015
30436,Madonna,"4,6,1",Verse,Nothing Really Matters,3 chord,134831,888768,pop,48,1998
30443,Beach House,"4,6,1",Verse,Turtle Island,3 chord,167422,990296,dream pop,43,2008
30507,Enrique Iglesias,"4,6,4",Chorus,Dirty Dancer,3 chord,61542,289984,pop,52,2010
30619,Celia Cruz,"4,6,4",Intro,La Vida Es Un Carnaval,3 chord,99736,325862,salsa,68,2016
30624,The Coral,"4,6,4",Verse,Dreaming of you,3 chord,452037,3196729,indie,50,2003
30630,Michael Jackson,"4,6,4",Pre-Chorus,Billie Jean,3 chord,1251066,7571693,pop,83,1982
30714,Selah Sue,"4,6,4",Chorus,This World,3 chord,123605,966019,soul,34,2012
30767,Sylver,"4,6,4",Instrumental,Turn the tide,3 chord,38108,192740,trance,28,2019
30821,Lenka,"4,6,4",Chorus,Everything At Once,3 chord,121671,771016,indie,55,2011
30840,Fleetwood Mac,"4,6,4",Verse,Rhiannon,3 chord,414300,2326756,classic rock,70,1975
30849,QT,"4,6,4",Verse,Hey QT,3 chord,22686,165399,bubblegum bass,41,2015
30864,San Holo,"4,6,4",Intro,We Rise,3 chord,35911,187967,trap,65,2015
30892,Neutral Milk Hotel,"4,6,4",Verse and Pre-Chorus,Oh Comely,3 chord,379800,3017882,indie,54,1998
30967,Muse,"4,6,4",Chorus,Butterflies And Hurricanes,3 chord,720585,5534537,alternative rock,60,2004
31063,Eminem ft Rihanna,"6,4,1",Chorus,Love The Way You Lie,3 chord,592122,4202696,rap,82,2010
31083,Jessie J,"6,4,1",Chorus,Price Tag,3 chord,465256,2508465,pop,63,2011
31092,Katy Perry,"6,4,1",Chorus,The One That Got Away,3 chord,497959,4339296,pop,74,2012
31115,Matchbox 20,"6,4,1",Chorus,Push,3 chord,410240,1943451,rock,73,1996
31160,One Republic,"6,4,1",Chorus,Secrets,3 chord,573309,4477736,alternative rock,78,2009
31173,Pink,"6,4,1",Chorus,So What,3 chord,712934,4645572,pop,71,2008
31183,Radiohead,"6,4,1",Verse,Lucky,3 chord,898160,6279339,pop,59,1997
31200,Sara Bareilles,"6,4,1",Chorus,Bottle It Up,3 chord,275893,1328433,female vocalists,50,2007
31232,The Fray,"6,4,1",Chorus,You Found Me,3 chord,598268,4373422,alternative,76,2009
31256,Tim McGraw,"6,4,1",Chorus,Telluride,3 chord,19004,51122,country,40,2001
31331,Blink 182,"6,4,1",Chorus,Always,3 chord,565612,4433636,punk rock,55,2003
31350,Iggy Pop,"6,4,1",Intro,The passenger,3 chord,808689,4936821,rock,73,1977
31387,Lady Gaga,"6,4,1",Chorus,Poker Face,3 chord,1473304,14009768,pop,71,2008
31486,Lindsey Stirling,"6,4,1",Intro,Transcendence,3 chord,68364,564583,instrumental,50,2012
31509,MGMT,"6,4,1",Intro,Kids,3 chord,1618327,15333890,electronic,78,2007
31543,Demi Lovato,"6,4,1",Verse,Heart Attack,3 chord,268259,2911135,pop,76,2013
31628,Avicii,"6,4,1",Chorus,Wake Me Up,3 chord,687954,6491178,electronic,84,2013
31658,Gigi D'Agostino,"6,4,1",Chorus,L'Amour Toujours,3 chord,143359,752977,dance,44,2006
31667,David Archuleta,"6,4,1",Pre-Chorus and Chorus,Touch My Hand,3 chord,46098,340487,pop,45,2008
31981,Wolfgang Gartner,"6,4,1",Verse,Illmerica,3 chord,75771,300492,electronic,48,2011
32006,Muse,"6,4,1",Verse,New Born,3 chord,755693,6286761,alternative rock,49,2001
32031,Klingande,"6,4,1",Chorus,Jubel,3 chord,124127,785427,electronic,62,2014
32146,Timbaland ft Katy Perry,"6,4,1",Intro and Verse,If We Ever Meet Again,3 chord,120295,768377,pop,30,2010
32201,Chiddy Bang,"6,4,1",Intro,Opposite of Adults,3 chord,347738,2053801,Hip-Hop,23,2017
32407,Robbie Williams,"6,4,1",Chorus,Supreme,3 chord,263950,1411335,pop,40,2013
32641,Lady Gaga,"6,4,1",Chorus Lead-Out,Scheisse,3 chord,223009,4240337,pop,45,2011
32769,5 Seconds Of Summer,"6,4,1",Chorus,Amnesia,3 chord,123096,843487,australian,70,2014
32878,Crystal Castles,"6,4,1",Chorus,Untrust Us,3 chord,589185,5164034,electronic,54,2008
32894,Pendulum,"6,4,1",Pre-Chorus,Propane Nightmares,3 chord,394208,3408644,Drum and bass,59,2008
32934,Alesso,"6,4,1",Chorus,If It Wasn't For You,3 chord,22835,101385,dance,58,2015
33132,Evanescence,"6,4,1",Chorus,My Heart Is Broken,3 chord,129378,1251822,rock,54,2011
33136,Evanescence,"6,4,1",Chorus,Going Under,3 chord,765390,5522520,rock,71,2003
33395,Sia,"6,4,1",Chorus,Cheap Thrills,3 chord,396588,4107919,pop,73,2016
33445,Flo Rida,"6,4,1",Chorus,My House,3 chord,176168,1023463,Hip-Hop,77,2015
33515,Shawn Mendes,"6,4,1",Chorus,Treat You Better,3 chord,255662,2103623,pop,85,2017
33528,Crystal Castles,"6,4,1",Chorus,Crimewave,3 chord,424495,3181195,electronic,63,2008
33538,Selena Gomez,"6,4,1",Instrumental,Kill Em With Kindness,3 chord,187108,1639919,pop,67,2015
33726,Mike Posner,"6,4,5",Bridge,Cooler Than Me,3 chord,460246,2288084,pop,68,2009
33782,The Killers,"6,4,5",Chorus,Somebody Told Me,3 chord,1680711,12997706,rock,71,2004
34025,David Archuleta,"6,4,5",Intro,A Little Too Not Over You,3 chord,62533,516207,pop,59,2008
34029,Skyrim,"6,4,5",Intro,Dragonborn,3 chord,51728,477157,Soundtrack,60,2013
34050,Miley Cyrus,"6,4,5",Chorus,We Can't Stop,3 chord,452757,4637375,pop,79,2013
34069,Britney Spears,"6,4,5",Chorus,Stronger,3 chord,303845,2208468,pop,66,2000
34144,Regina Spektor,"6,4,5",Intro,Laughing With,3 chord,254301,1840320,piano,48,2009
34176,Fereydoun,"6,4,5",Verse,Faseleha,3 chord,127,767,pop,15,2010
34188,Pendulum,"6,4,5",Instrumental,Witchcraft,3 chord,324733,3654966,Drum and bass,62,2010
34301,Kanye West,"6,4,5",Chorus,Runaway,3 chord,327987,2365574,Hip-Hop,74,2010
34480,Kiesza,"6,4,5",Verse and Pre-Chorus,Hideaway,3 chord,326504,2363395,dance,57,2014
34639,Danny Baranowsky,"6,4,5",Verse,Tomes,3 chord,2851,10882,Soundtrack,22,2011
34812,TheFatRat,"6,4,5",Verse,Unity,3 chord,26085,193170,electronic,69,2015
34995,Crystal Castles,"6,4,5",Chorus,Violent Dreams,3 chord,242627,1577824,electronic,40,2011
35554,Phoenix,"6,4,5",Chorus,Everything Is Everything,3 chord,356757,1923188,indie,52,2004
35623,One Direction,"6,4,5",Chorus,Drag Me Down,3 chord,215569,1811876,pop,77,2015
35639,Lady Gaga,"6,4,5",Chorus,Paper Gangsta,3 chord,349572,2570909,pop,46,2008
35662,Alizee,"6,4,2",Chorus,Moi Lolita,3 chord,116500,830415,french,60,2000
35671,Destiny's Child,"6,4,2",Chorus,Say My Name,3 chord,589221,2473719,rnb,78,1999
35688,Europe,"6,4,2",Intro and Verse,The Final Countdown,3 chord,766240,3753320,80s,77,1986
35697,Pitbull,"6,4,2",Verse,Rain Over Me,3 chord,109413,489494,dance,66,2011
35715,Christina Aguilera,"6,4,2",Intro,Hurt,3 chord,500500,3642673,pop,68,2006
35728,Pink Floyd,"6,4,2",Verse,Welcome to the Machine,3 chord,465709,2996939,Progressive rock,63,1975
35741,Robert Miles,"6,4,2",Intro,Children,3 chord,258256,1196656,trance,68,1996
35746,Grimes,"6,4,2",Verse,Vanessa,3 chord,141860,1090138,electronic,52,2011
35775,Armin Van Buuren,"6,4,2",Chorus,Orbion,3 chord,42398,229149,trance,36,2014
35786,Katy Perry,"6,4,2",Verse and Pre-Chorus,Dressin' Up,3 chord,74825,624153,pop,52,2012
35799,Arctic Monkeys,"6,4,2",Verse,Do I Wanna Know,3 chord,945429,13009989,indie rock,84,2013
35822,Stromae,"6,4,2",Chorus,Papaoutai,3 chord,266262,2333378,french,57,2013
35883,Penguin Cafe Orchestra,"6,4,2",Instrumental,Perpetuum Mobile,3 chord,118052,536706,instrumental,50,1996
35889,Avenged Sevenfold,"6,4,2",Bridge,Blinded In Chains,3 chord,215038,1804846,metal,59,2005
36007,Parov Stellar,"6,4,2",Solo,Catgroove,3 chord,217930,1681225,electro-swing,57,2009
36012,BESTie,"6,4,2",Chorus,Excuse Me,3 chord,5744,53992,Kpop,40,2015
36048,Knife Party,"6,4,2",Intro and Verse,Give It Up,3 chord,41811,253317,electronic,46,2014
36062,Deadmau5,"6,4,2",Intro and Verse,Right This Second,3 chord,119168,574678,Progressive House,41,2010
36074,Twenty One Pilots,"6,4,2",Pre-Chorus and Chorus,Stressed Out,3 chord,456132,4832181,indie,84,2015
36079,Tristam,"6,4,2",Pre-Chorus,The Vine,3 chord,5902,40451,drumstep,42,2015
36127,Crush 40,"6,4,2",Intro,Knight Of The Wind,3 chord,4360,44790,Sonic,45,2009
36139,Christina Aguilera,"6,4,2",Chorus,Beautiful,3 chord,587341,3386886,pop,73,2002
36164,Tove Lo,"6,4,2",Chorus,Cool Girl,3 chord,184329,1694254,pop,70,2016
36171,Cashmere Cat,"6,4,2",Chorus,Paws,3 chord,29103,102483,cute,34,2012
36201,Jesse McCartney,"6,4,6",Chorus,Beautiful Soul,3 chord,233694,1104237,pop,74,2004
36220,Plumb,"6,4,6",Intro,In My Arms,3 chord,21191,175048,pop,44,2007
36335,John Williams,"6,4,6",Chorus,The Imperial March,3 chord,40003,161549,Soundtrack,23,1980
36421,Hans Zimmer,"6,4,6",Intro,Jack Sparrow,3 chord,93973,446599,Soundtrack,46,2006
36442,Underworld,"6,4,6",Chorus,Luetin,3 chord,40787,143620,electronic,31,2002
36769,Jessie J,"6,5,4",Chorus,Domino,3 chord,378148,2894313,pop,64,2011
36805,Lupe Fiasco,"6,5,4",Chorus,The Show Goes On,3 chord,277417,1667633,Hip-Hop,71,2011
36872,Pitbull,"6,5,4",Chorus,Hotel Room Service,3 chord,374075,1662662,dance,69,2009
37048,Daft Punk,"6,5,4",Pre-Chorus,Harder Better Faster Stronger,3 chord,1252147,9601438,electronic,72,2001
37061,Ellie Goulding,"6,5,4",Intro,This Love Will Be Your Downfall,3 chord,251754,1813390,pop,35,2010
37127,Sting,"6,5,4",Verse,Desert Rose,3 chord,338363,1917701,sting,54,1999
37185,Eva Simons,"6,5,4",Pre-Chorus,I Don't Like You,3 chord,22172,142524,dance,35,2012
37225,Kanye West,"6,5,4",Chorus,Heartless,3 chord,1110162,5794801,hip hop,78,2008
37239,George Benson,"6,5,4",Chorus,Turn Your Love Around,3 chord,57328,192151,jazz,50,1981
37249,Backstreet Boys,"6,5,4",Chorus,Don't Want You Back,3 chord,55130,242135,pop,57,1999
37260,Lady Gaga,"6,5,4",Pre-Chorus,Applause,3 chord,423315,7042445,pop,71,2013
37305,The Turtles,"6,5,4",Verse,Happy together,3 chord,519422,2704225,60s,76,1967
37327,Christina Perri,"6,5,4",Intro,A Thousand Years,3 chord,349635,2865206,pop,81,2011
37349,The Beach Boys,"6,5,4",Verse,Good Vibrations,3 chord,592270,2836863,60s,40,2012
37376,Panjabi MC,"6,5,4",Instrumental,Jogi,3 chord,47860,234146,Bhangra,43,2003
37401,Manowar,"6,5,4",Verse,Hail And Kill,3 chord,121863,772900,heavy metal,52,1988
37456,Nelly Furtado,"6,5,4",Chorus,Say It Right,3 chord,730740,4841020,pop,57,2006
37477,John Williams,"6,5,4",Verse,Carol Of The Bells,3 chord,30460,144591,christmas,36,2018
37492,Hammock,"6,5,4",Chorus,Kenotic,3 chord,50351,221144,ambient,20,2005
37551,Insan3Lik3,"6,5,4",Chorus,The Other Day,3 chord,7824,37686,electronic,35,2012
37615,Armin Van Buuren,"6,5,4",Chorus,Pulsar,3 chord,29001,142882,trance,36,2013
37630,Lady Gaga,"6,5,4",Intro,Speechless,3 chord,408706,4014589,pop,52,2009
37710,Lady Gaga,"6,5,4",Chorus,Aura,3 chord,137530,2256277,pop,55,2013
37849,Porter Robinson,"6,5,4",Pre-Chorus,Fresh Static Snow,3 chord,40266,232959,electronica,49,2014
37863,Alter Bridge,"6,5,4",Chorus,Watch Over You,3 chord,169576,1191013,rock,63,2007
37877,Michael Jackson,"6,5,4",Verse,Beat It,3 chord,959031,5609596,pop,60,1995
37883,Plain White T's,"6,5,4",Chorus,1 2 3 4,3 chord,167754,947623,acoustic,63,2008
37918,Daft Punk,"6,5,4",Verse,Digital Love,3 chord,836653,5759449,electronic,65,2001
37933,Stars,"6,5,4",Verse,Ageless Beauty,3 chord,225590,1257271,indie,30,2004
37938,Imagine Dragons,"6,5,4",Verse,Warriors,3 chord,253087,2136845,rock,70,2015
37955,Milky Chance,"6,5,4",Verse,Stolen Dance,3 chord,469388,3925467,indie,73,2014
37970,Kacey Musgraves,"6,5,4",Chorus,Merry Go 'Round,3 chord,78504,457379,country,63,2013
38008,Mac Miller,"6,5,4",Instrumental,Best Day Ever,3 chord,39305,258483,Hip-Hop,65,2016
38291,Pvris,"6,5,4",Chorus,My House,3 chord,51400,530721,Hip-Hop,54,2014
38340,Jose Gonzales,"6,5,4",Intro and Verse,Step Out,3 chord,98779,492799,Soundtrack,57,2013
38374,Lenka,"6,5,4",Chorus,The Show,3 chord,259511,1599692,pop,59,2008
38459,Taylor Dayne,"6,5,4",Pre-Chorus and Chorus,Tell It To My Heart,3 chord,214436,859326,80s,67,1988
38501,Dream Theater,"6,5,4",Verse,Another Day,3 chord,226022,1750098,Progressive metal,57,1992
38548,Hilary Duff,"6,5,4",Chorus Lead-Out,Sparks,3 chord,74131,876547,pop,54,2015
38700,Tori Kelly,"6,5,4",Chorus Lead-Out,Nobody Love,3 chord,49012,276162,pop,56,2016
38784,Kevin Lyttle,"6,5,4",Chorus,Turn Me On,3 chord,175935,757483,dancehall,68,2004
38816,Robbie Williams,"6,5,4",Chorus,Advertising Space,3 chord,147332,746215,pop,55,2005
38835,Warrant,"6,5,4",Verse and Pre-Chorus,I Saw Red,3 chord,50346,181432,hair metal,44,1990
38851,Kasbo,"6,5,4",Verse,Kaleidoscope,3 chord,13021,57990,monstercat,41,2014
38870,Owl City,"6,5,4",Chorus,Verge,3 chord,43252,188182,electronic,59,2015
39010,Vertical Horizon,"6,5,4",Chorus,Everything You Want,3 chord,253431,1496813,alternative rock,66,1999
39050,Brian Fallon,"6,5,4",Verse,Nobody Wins,3 chord,11228,77099,the daily show,39,2016
39057,Zara Larsson,"6,5,4",Intro,Lush Life,3 chord,301424,2632622,pop,78,2017
39091,R E M,"6,5,4",Intro,Losing My Religion,3 chord,1228564,8601412,rock,82,1991
39128,Renaud,"6,5,4",Chorus,Mistral Gagnant,3 chord,51610,210079,chanson francaise,59,1985
39179,Toby Fox,"6,5,4",Chorus,Once Upon a Time,3 chord,14879,67822,Soundtrack,51,2016
39221,Muse,"6,5,4",Intro,The Globalist,3 chord,63069,322717,alternative rock,50,2015
39403,Radiohead,"6,5,1",Chorus,Airbag,3 chord,977682,6455795,alternative,61,1997
39510,Enrique Iglesias,"6,5,1",Intro,Escape,3 chord,176171,966467,pop,53,2001
39530,Air,"6,5,1",Verse,Venus,3 chord,357485,1793480,electronic,45,2004
39564,Cher Lloyd,"6,5,1",Chorus,Want U Back,3 chord,227057,1487925,pop,68,2012
39676,Soul Asylum,"6,5,1",Verse,Runaway Train,3 chord,450883,2078846,90s,70,1992
39777,The Lumineers,"6,5,1",Chorus,Flowers In Your Hair,3 chord,379321,2057783,folk,63,2012
40178,Edvard Grieg,"6,5,1",Verse,Solveig's Song,3 chord,58774,125146,Classical,17,1978
40352,Spice Girls,"6,5,1",Intro,Stop,3 chord,244294,1110767,80s,72,1997
40444,Survivor,"6,5,6",Chorus,Eye Of The Tiger,3 chord,954138,5154340,80s,78,1985
40639,Bill Withers,"6,5,6",Chorus,Ain't No Sunshine,3 chord,692140,3918436,soul,78,1971
40678,Madeon,"6,5,6",Chorus,Icarus,3 chord,141905,731536,electronic,47,2015
40724,ABBA,"6,5,6",Verse,Dancing Queen,3 chord,789322,4170396,pop,74,1976
40894,Donna Summer,"6,5,6",Intro,Hot Stuff,3 chord,315434,1167173,Disco,65,1979
41001,Evanescence,"6,5,6",Chorus,Haunted,3 chord,433551,2761762,Gothic Rock,59,2003
41005,Evanescence,"6,5,6",Pre-Chorus,Sweet Sacrifice,3 chord,293860,2019828,rock,56,2006
41044,Eddie Money,"6,5,6",Verse,Shakin,3 chord,64472,200647,classic rock,57,1983
41114,Pendulum,"6,5,6",Chorus,Under The Waves,3 chord,161829,1259547,Drum and bass,45,2010
41198,Muse,"6,5,2",Intro,Bliss,3 chord,695270,5857212,alternative rock,47,2001
41212,Maroon 5,"6,5,2",Verse,One more night,3 chord,495448,4064214,pop,68,2012
41237,Coldplay,"6,5,2",Verse,Don't Panic,3 chord,1149784,8987733,rock,66,2000
41310,Klaxons,"6,5,2",Intro,Golden Skans,3 chord,794661,5456426,indie,67,2007
41379,Olly Murs,"6,5,2",Intro and Verse,Dear Darlin,3 chord,117167,770891,pop,42,2011
41443,Foo Fighters,"6,5,2",Verse,Times Like These - Acoustic Version,3 chord,9268,14196,acoustic,62,2019
41491,Supermode,"6,5,2",Verse,Tell Me Why,3 chord,175821,814309,House,34,2006
41539,Evanescence,"6,5,2",Chorus,Lithium,3 chord,390146,3188204,Gothic Rock,63,2006
41559,Lady Gaga,"6,5,2",Chorus,Disco Heaven,3 chord,225222,1568114,pop,40,2009
41565,La Roux,"6,5,2",Intro,Colourless Color,3 chord,262232,1676019,electronic,35,2009
41603,Ladyhawke,"6,5,2",Verse,My Delirium,3 chord,320859,2190609,electronic,47,2008
41742,Swedish House Mafia,"6,1,5",Bridge,Greyhound,3 chord,283742,1650461,House,68,2012
41793,Carrie Underwood,"6,1,5",Verse,Blown Away,3 chord,112896,823833,country,65,2012
41862,Two Door Cinema Club,"6,1,5",Intro,Something Good Can Work,3 chord,771885,6922093,indie,62,2010
42217,Sloan,"6,1,5",Intro,Sinking Ships,3 chord,4870,21969,rock,24,1998
42235,Billy Joel,"6,1,5",Verse,Vienna,3 chord,195488,1119380,piano,73,1977
42250,Linkin Park,"6,1,5",Verse,Burning In The Skies,3 chord,224570,2087919,alternative rock,46,2010
42254,Kasabian,"6,1,5",Pre-Chorus and Chorus,Man Of Simple Pleasures,3 chord,153141,1019814,indie rock,25,2011
42408,Jan Hammer,"6,1,5",Chorus,Crockett's Theme,3 chord,101386,576069,Soundtrack,45,2018
42423,Spice Girls,"6,1,5",Chorus,Move Over,3 chord,87869,346283,pop,45,1997
42545,Sbtrkt,"6,1,4",Pre-Chorus and Chorus,Trails Of The Past,3 chord,97557,676709,electronic,53,2011
42555,Aly and AJ,"6,1,4",Verse,Potential Breakup Song,3 chord,199697,1225901,pop,63,2007
42574,Calvin Harris,"6,1,4",Verse,Feel So Close,3 chord,483233,3393189,dance,52,2013
42621,Aphex Twin,"6,1,4",Verse,Windowlicker,3 chord,287947,1631290,electronic,57,1999
42662,The Cure,"6,1,4",Intro,A Forest,3 chord,582109,3551935,new wave,41,2001
42687,The Neighbourhood,"6,1,4",Chorus,Sweater Weather,3 chord,584145,6408991,indie,82,2013
42754,The Rescues,"6,1,4",Chorus,Be My Cure,3 chord,1216,6084,Adult Alternative,11,2013
42941,Selena Gomez,"6,1,4",Verse,The Heart Wants What It Wants,3 chord,209047,2217564,pop,74,2014
42963,Fall Out Boy,"6,1,4",Chorus,Centuries,3 chord,347361,2866358,rock,81,2015
42975,Sia,"6,1,4",Chorus,Breathe Me,3 chord,778430,7254353,female vocalists,63,2004
43002,Michael Calfan,"6,1,4",Instrumental,Resurrection - Axwell's Recut Club Version,3 chord,17778,61215,House,44,2011
43052,Mat Zo,"6,1,4",Chorus,Frequency Flyer,3 chord,3252,13849,Progressive House,9,2011
43189,In Hearts Wake,"6,1,4",Intro,Healer,3 chord,9319,77627,metalcore,35,2014
43199,Foals,"6,1,4",Chorus,Electric Bloom,3 chord,261869,1687636,indie,31,2008
43229,Fleetwood Mac,"6,1,4",Chorus,Little Lies,3 chord,408419,2111847,80s,60,1988
43649,Hailee Steinfeld,"6,1,6",Verse,Love Myself,3 chord,190308,1330217,pop,76,2016
43974,Deadmau5,"6,1,2",Intro and Verse,Imaginary Friends,3 chord,19830,72677,Progressive House,50,2016
44002,Alt-J,"6,1,3",Chorus,Breezeblocks,3 chord,695451,8082631,indie,75,2012
44016,Adam Lambert,"6,1,3",Verse,If i had you,3 chord,178288,1690160,pop,60,2009
