artist,cp,section,song,type
Billy Joel,"1,4,5",Intro and Verse,Honesty,3 chord
Billy Joel,"4,5,1",Verse,Piano Man,3 chord
Billy Joel,"1,5,1",Verse,She's Always a Woman,3 chord
Billy Joel,"1,5,1",Chorus,The Longest Time,3 chord
Billy Joel,"1,6,4",Pre-Chorus and Chorus,Uptown Girl,3 chord
Billy Joel,"6,1,5",Verse,Vienna,3 chord
Billy More,"4,5,6",Verse,Running in the 90's,3 chord
Billy Squier,"1,5,4",Verse,Lonely Is the Night,3 chord
Billy Talent,"4,5,4",Pre-Chorus and Chorus,The Ex,3 chord
Bingo Players,"4,5,6",Chorus,Cry Just a Little,3 chord
Bingo Players,"6,2,4",Verse,Rattle,3 chord
Birds of Tokyo,"1,4,1",Intro,Lanterns,3 chord
Birds of Tokyo,"1,6,4",Chorus,Plans,3 chord
Birdy,"4,1,5",Chorus,Wings,3 chord
Bisbetic,"4,5,6",Chorus,Feeling,3 chord
Biz Markie,"1,2,5",Chorus,Just A Friend,3 chord
Bjork,"4,5,6",Chorus,Hyperballad,3 chord
Bjorne,"6,5,4",Intro and Verse,Bjornes Magasin,3 chord
Black Eyed Peas,"1,4,6",Chorus,I Gotta Feeling,3 chord
Black Eyed Peas,"1,4,1",Chorus,Just Can't Get Enough,3 chord
Black Eyed Peas,"6,1,4",Chorus,Let's Get It Started,3 chord
Black Eyed Peas,"1,5,6",Chorus,Where Is The Love,3 chord
Black Lace,"1,5,1",Verse,Hokey Cokey,3 chord
Black Milk,"1,6,5",Instrumental,Dirt Bells,3 chord
Black Moth Super Rainbow,"4,1,5",Verse,Twin Of Myself,3 chord
Black Sabbath,"1,5,6",Intro,God Is Dead,3 chord
Black Sabbath,"1,4,5",Intro,Heaven and Hell,3 chord
Black Sabbath,"5,6,1",Intro and Verse,Iron Man,3 chord
Black Sabbath,"1,5,6",Intro and Verse,Paranoid,3 chord
Black20 Studios,"1,4,5",Intro and Verse,I Am A Building,3 chord
Blake Mills,"1,5,2",Chorus,Wintersong,3 chord
Blend,"1,2,6",Chorus,Taking Flight,3 chord
Blind Guardian,"1,5,6",Verse,A Past And Future Secret,3 chord
Blind Guardian,"1,5,4",Chorus,Harvest of Sorrow,3 chord
Blind Guardian,"4,6,5",Verse,Nightfall,3 chord
Blind Guardian,"4,5,6",Chorus,The Bard's Song,3 chord
Blind Guardian,"6,2,6",Verse,The Eldar,3 chord
Blind Guardian,"1,4,6",Verse,The Lord Of The Rings,3 chord
Blind Melon,"4,5,4",Bridge,No Rain,3 chord
Blink 182,"1,4,6",Verse,Adam's Song,3 chord
Blink 182,"1,5,4",Verse and Pre-Chorus,All The Small Things,3 chord
Blink 182,"6,4,1",Chorus,Always,3 chord
Blink 182,"1,5,6",Chorus,Bored To Death,3 chord
Blink 182,"1,5,6",Intro,Dammit,3 chord
Blink 182,"1,5,4",Verse,First Date,3 chord
Blink 182,"1,5,6",Verse,Give Me One Good Reason,3 chord
Blink 182,"5,4,1",Chorus,I Miss You,3 chord
Blink 182,"1,5,4",Verse,What's My Age Again,3 chord
Blink-182,"1,5,4",Chorus,Built This Pool,3 chord
Blink-182,"1,5,6",Chorus,Even If She Falls,3 chord
Blink-182,"1,4,1",Verse,Go,3 chord
Blink-182,"1,5,6",Chorus,Going Away To College,3 chord
Blink-182,"1,2,6",Intro and Verse,Here's Your Letter,3 chord
Blink-182,"1,5,4",Verse and Pre-Chorus,No Future,3 chord
Blink-182,"4,6,5",Verse,San Diego,3 chord
Blink-182,"1,5,6",Chorus,She's Out Of Her Mind,3 chord
Blink-182,"1,4,5",Chorus,Teenage Satellites,3 chord
Bloc Party,"1,4,6",Verse,Banquet,3 chord
Bloc Party,"4,1,5",Chorus,Flux,3 chord
Bloc Party,"1,4,1",Intro and Verse,The Healing,3 chord
Blondie,"1,6,5",Chorus,Heart of Glass,3 chord
Blondie,"1,4,5",Verse,Sunday Girl,3 chord
Bloodhound Gang,"1,5,4",Intro and Verse,The Bad Touch,3 chord
Blu Cantrell,"6,2,6",Chorus,Hit 'Em Up Style,3 chord
Blue Lagoon,"1,4,5",Chorus,Break My Stride,3 chord
Blue Swede,"1,5,4",Chorus,Hooked On A Feeling,3 chord
Blues Traveler,"1,5,6",Verse,Hook,3 chord
Blues Traveler,"5,1,4",Chorus,Run Around,3 chord
Blur,"4,5,4",Verse,Advert,3 chord
Blur,"4,6,4",Chorus,Colin Zeal,3 chord
Bo Donaldson and the Heywoods,"1,4,5",Chorus,Billy Don't Be a Hero,3 chord
BoB feat TI and Chris Brown,"4,5,1",Chorus,Arena,3 chord
Boards of Canada,"1,5,4",Chorus,Roygbiv,3 chord
Boards of Canada,"1,2,6",Intro,Skyliner,3 chord
Bob Dylan,"4,5,6",Verse,All Along The Watchtower,3 chord
Bob Dylan,"1,5,6",Intro and Verse,Don't Think Twice It's Alright,3 chord
Bob Dylan,"1,4,5",Chorus,Like A Rolling Stone,3 chord
Bob Marley,"1,6,1",Verse,Buffalo Soldier,3 chord
Bob Marley,"1,6,3",Intro,Exodus,3 chord
Bob Marley,"1,5,1",Chorus,No Woman No Cry,3 chord
Bob Marley,"1,4,5",Chorus,Stir It Up,3 chord
Bob Marley,"1,5,4",Verse,Three Little Birds,3 chord
Bob Mould,"1,6,4",Chorus,Dog on Fire - Daily Show Theme,3 chord
Bob Seger,"1,4,5",Chorus,Hollywood Nights,3 chord
Bob Seger,"4,6,5",Chorus,Night Moves,3 chord
Bobby Darin,"1,5,1",Chorus,Artificial Flowers,3 chord
Bobby Freeman ,"1,4,1",Chorus,Do ya wanna dance ,3 chord
Bobby Fuller Four,"1,5,1",Intro and Verse,Love's Made a Fool of You,3 chord
Bobby McFerrin,"1,2,4",Intro,Don't Worry Be Happy,3 chord
Bobby Puma,"1,5,6",Chorus,Someone Somewhere - Tiesto Remix,3 chord
Bobina and Betsie Larkin,"6,1,5",Chorus,You Belong To Me - PROFF Remix,3 chord
Bodyjar,"1,6,4",Chorus,Not the Same,3 chord
Bomfunk MC's,"1,5,2",Intro,Freestyler,3 chord
Bon Jovi,"1,5,4",Chorus,Always,3 chord
Bon Jovi,"1,5,6",Chorus,Living On A Prayer,3 chord
Bon Jovi,"1,4,5",Chorus,Who says you can't go home,3 chord
Boney M,"1,6,2",Chorus,Daddy Cool,3 chord
Bonnie Mckee,"1,6,5",Chorus,American Girl,3 chord
Bonnie Raitt,"4,5,6",Chorus,I Can't Make You Love Me,3 chord
Bonnie Tyler,"1,5,6",Chorus,Holding Out For A Hero,3 chord
Bonnie Tyler,"1,5,1",Verse,It's a Heartache,3 chord
Bonnie Tyler,"1,5,6",Chorus,Total Eclipse of the Heart,3 chord
Bonobo,"1,6,1",Verse,All In Forms,3 chord
Bonobo,"1,2,1",Verse,Kong,3 chord
Booka Shade,"4,6,5",Chorus,Love Inc,3 chord
Boom Jinx,"1,2,6",Chorus,Come Play Perfect,3 chord
Borknagar,"1,6,1",Chorus,Colossus,3 chord
Bossfight,"1,2,6",Verse,Milky Ways,3 chord
Bosson and Apollo-4,"1,4,1",Chorus,10 000 Feet,3 chord
Boston,"1,5,4",Verse,More Than A Feeling,3 chord
Boston,"1,5,6",Intro,Peace of Mind,3 chord
Bougenvilla,"6,3,4",Chorus,Homeless,3 chord
Boulder Dash,"6,5,4",Chorus,Map Music,3 chord
Bowling For Soup,"1,4,6",Intro,1985,3 chord
Bowling For Soup,"1,5,1",Chorus,High School Never Ends,3 chord
Boys Like Girls,"1,5,4",Verse,The Great Escape,3 chord
Boys Noize,"1,6,4",Bridge,And Down,3 chord
Brad Breek,"1,4,5",Instrumental,Gravity Falls Title Theme,3 chord
Brad Paisley,"1,6,4",Intro,She's Everything,3 chord
Brad Paisley,"1,6,4",Intro,Time Well Wasted,3 chord
Brad Paisley,"1,5,4",Chorus,Two Feet of Topsoil,3 chord
Brad Paisley and Alison Krauss,"1,5,6",Chorus,Whiskey Lullaby,3 chord
Braid Soundtrack,"1,6,4",Chorus,Downstream,3 chord
Braken,"1,5,6",Intro and Verse,To The Stars,3 chord
Brand New,"1,4,1",Intro,At The Bottom,3 chord
Brand New,"1,6,5",Verse,Failure By Design,3 chord
Brand New,"1,4,1",Pre-Chorus,Failure by Design,3 chord
Brand New,"6,5,4",Chorus,Good To Know If I Ever Needed Attention,3 chord
Brand New,"6,4,1",Intro,I Am A Nightmare,3 chord
Brand New,"1,5,1",Pre-Chorus and Chorus,Last Chance To Lose Your Keys,3 chord
Brand New,"1,5,6",Bridge,Not the Sun,3 chord
Brand New,"6,3,2",Chorus,Sowing Season,3 chord
Brand New,"1,5,6",Chorus,The Archers Bows Have Broken,3 chord
Brand New,"1,4,6",Verse,The Quiet Things That No One Ever Knows,3 chord
Brandi Carlile,"1,5,1",Verse,Closer To You,3 chord
Brandon Flowers,"4,5,6",Chorus,Can't Deny My Love,3 chord
Brandy and Monica,"6,2,6",Chorus,The Boy Is Mine,3 chord
Breakbot feat Irfane,"6,5,6",Pre-Chorus and Chorus,Baby I'm Yours,3 chord
Breathe Carolina,"4,5,6",Chorus,More Than Ever,3 chord
Breeze vs UFO and Lost Witness,"1,5,6",Intro,Love To The Stars - Azora Remix,3 chord
Brian Fallon,"1,4,1",Intro and Verse,Honey Magnolia,3 chord
Brian Fallon,"6,5,4",Verse,Nobody Wins,3 chord
Brian Fallon,"4,1,5",Chorus,The Blues Mary,3 chord
Bright Eyes,"4,5,1",Intro,First Day of My Life,3 chord
Britney Spears,"4,5,1",Chorus,Baby One More Time,3 chord
Britney Spears,"1,5,6",Intro,Born to make you happy,3 chord
Britney Spears,"4,6,5",Bridge,Criminal,3 chord
Britney Spears,"4,5,6",Chorus,Gimme More,3 chord
Britney Spears,"4,5,3",Chorus,Hold It Against Me,3 chord
Britney Spears,"5,1,4",Verse,I'm Not A Girl,3 chord
Britney Spears,"1,6,4",Chorus,Lucky,3 chord
Britney Spears,"1,6,4",Intro,Ooh La La,3 chord
Britney Spears,"1,5,1",Chorus,Oops I Did It Again,3 chord
Britney Spears,"1,5,4",Verse,Out From Under,3 chord
Britney Spears,"6,3,4",Chorus,Seal It With a Kiss,3 chord
Britney Spears,"6,4,5",Chorus,Stronger,3 chord
Britney Spears,"1,4,6",Chorus,Till The World Ends,3 chord
Britney Spears,"1,5,6",Pre-Chorus and Chorus,You Drive Me Crazy,3 chord
Britt Nicole,"1,5,1",Verse,Gold,3 chord
Broiler ft RAVVEL,"1,4,5",Intro and Verse,Wild Eyes,3 chord
Broken Bells,"1,5,2",Verse,The High Road,3 chord
Brolle Jr,"4,6,1",Chorus,Heartbreak City,3 chord
Brooke Fraser,"1,5,6",Verse and Pre-Chorus,Something In The Water,3 chord
Bruce Dickinson,"4,5,6",Bridge,Arc Of Space,3 chord
Bruce Dickinson,"4,5,6",Verse,Man Of Sorrows,3 chord
Bruce Dickinson,"1,5,6",Chorus,Tears of The Dragon,3 chord
Bruce Hornsby,"1,5,4",Intro,The Way It Is,3 chord
Bruce Hornsby and the Range,"1,5,4",Chorus,Mandolin Rain,3 chord
Bruce Rowland,"1,5,6",Intro and Verse,Jessica's Theme,3 chord
Bruce Springsteen,"1,4,5",Bridge,Dancing in the Dark,3 chord
Bruno Mars,"4,5,4",Chorus,Gorilla,3 chord
Bruno Mars,"1,5,6",Chorus,Grenade,3 chord
Bruno Mars,"1,6,4",Chorus,Just The Way You Are,3 chord
Bruno Mars,"1,5,4",Chorus,Locked Out Of Heaven,3 chord
Bruno Mars,"1,5,4",Chorus,The Lazy Song,3 chord
Bruno Mars,"4,1,5",Bridge,Treasure - Audien Remix,3 chord
Bruno Mars,"1,4,5",Chorus,When I Was Your Man,3 chord
Bryan Adams,"1,5,4",Verse,Everything I Do,3 chord
Bryan Adams,"1,5,2",Chorus,Run To You,3 chord
Bryan Adams,"1,5,1",Intro and Verse,Summer of 69,3 chord
Bubbles and the Shitrockers,"1,6,4",Solo,Liquor and Whores,3 chord
Buck Bumble,"6,1,4",Verse,Title Screen,3 chord
Buckner and Garcia,"1,4,5",Chorus,Wreck It Wreck-It Ralph,3 chord
Buddy Holly,"1,4,1",Verse,Everyday,3 chord
Buddy Holly,"1,4,5",Verse,Maybe Baby,3 chord
Buddy Holly,"1,5,4",Verse,Peggy Sue,3 chord
Buddy Holly,"1,4,1",Verse,That'll Be The Day,3 chord
Buffalo Springfield,"1,4,1",Intro and Verse,For What It's Worth,3 chord
Built By Titan,"1,5,6",Pre-Chorus,Heart And Soul,3 chord
Bush,"1,5,6",Intro and Verse,Glycerine,3 chord
Butch Walker,"1,6,4",Chorus,Pretty Melody,3 chord
C2C,"1,5,6",Chorus,The Beat,3 chord
C418,"4,5,6",Verse,Sometimes I make video game music,3 chord
CHVRCHES,"1,4,5",Chorus,Leave a Trace,3 chord
COIL,"1,4,1",Verse,The Legendary Theme,3 chord
CRO,"1,5,4",Chorus,Traum,3 chord
Cadence,"4,1,5",Chorus,I Surrender Hixxy Hardcore Remix,3 chord
Cady Groves,"1,5,6",Chorus,Love Actually,3 chord
Cafune,"6,4,5",Chorus,Don't You Forget,3 chord
Cal Tjader,"6,2,6",Verse,Curacao ,3 chord
Callaway and Rosta,"6,5,4",Chorus,Rest Of Me,3 chord
Calvin Harris,"1,5,4",Instrumental,Acceptable in the 80's,3 chord
Calvin Harris,"1,6,5",Verse and Pre-Chorus,Bounce feat Kelis,3 chord
Calvin Harris,"1,2,6",Instrumental,CUBA,3 chord
Calvin Harris,"1,2,4",Chorus,Drinking From the Bottle,3 chord
Calvin Harris,"6,1,4",Verse,Feel So Close,3 chord
Calvin Harris,"1,5,6",Chorus,I Need Your Love,3 chord
Calvin Harris,"4,6,1",Instrumental,I'm Not Alone,3 chord
Calvin Harris,"4,5,6",Verse,Let's Go,3 chord
Calvin Harris,"4,6,5",Chorus,Summer,3 chord
Calvin Harris,"1,6,5",Verse,Sweet Nothing,3 chord
Calvin Harris,"4,5,1",Verse,This Is What You Came For ft Rihanna,3 chord
Calvin Harris,"1,5,4",Verse,We'll Be Coming Back,3 chord
Calvin Harris Alesso,"6,5,4",Chorus,Under Control,3 chord
Calvin Harris and Disciples,"6,4,2",Chorus,How Deep Is Your Love,3 chord
Camel,"1,2,6",Instrumental,Lady Fantasy,3 chord
Cameo,"4,5,6",Chorus,Word Up,3 chord
Camille,"1,6,4",Verse,Le Festin,3 chord
Camille Saint-Saens,"1,5,1",Chorus,Organ Symphony No 3 Op 78 - If I Had Words,3 chord
Camo and Krooked,"4,5,6",Pre-Chorus,Run Riot,3 chord
Can,"6,5,2",Intro,Paperhouse,3 chord
Canaan Smith,"1,6,5",Chorus,Love You Like That,3 chord
Capcom,"4,5,4",Outro,Mega Man 7 - Burst Man Stage,3 chord
Capcom,"6,5,6",Verse,Mega Man 9 - Plug Man Stage,3 chord
Capcom,"6,5,1",Verse,Mega Man 9 - Strange World,3 chord
Capcom,"6,5,6",Outro,Mega Man X - Flame Mammoth,3 chord
Capcom,"4,5,6",Outro,Mega Man X3 - Crush Crawfish Stage,3 chord
Capcom,"4,5,6",Verse,Street Fighter Alpha - Charlie's Theme,3 chord
Capella,"6,3,5",Bridge,U Got 2 Let The Music,3 chord
Capital Cities,"1,6,5",Chorus,Safe And Sound - Dzeko and Torres Remix,3 chord
Capital Cities,"1,6,5",Chorus,Safe and Sound,3 chord
Capital Kings,"1,5,2",Chorus,Live For the Drop,3 chord
Capsule,"1,4,5",Solo,Starry Sky,3 chord
Caramell,"1,5,6",Chorus,Caramelldansen,3 chord
Carly Rae Jepsen,"1,5,6",Chorus,Call Me Maybe,3 chord
Carly Rae Jepsen,"1,5,6",Chorus,I Really Like You,3 chord
Carly Rae Jepsen,"6,5,4",Chorus,Making The Most Of The Night,3 chord
Carly Rae Jepsen,"6,5,4",Chorus,More Than A Memory,3 chord
Carly Rae Jepsen,"4,6,5",Intro,This Kiss,3 chord
Carly Rae Jepsen,"1,5,4",Chorus,Warm Blood,3 chord
Carly Rae Jepsen,"1,5,6",Chorus,Your Type,3 chord
Carly Simon,"1,4,5",Chorus,With A Few Good Friends,3 chord
Carly Simon,"1,5,4",Verse and Pre-Chorus,You're So Vain,3 chord
Carmen Twillie,"1,4,1",Chorus,Circle Of Life,3 chord
Carolina Liar,"4,1,5",Verse,I'm Not Over,3 chord
Carolina Liar,"1,4,6",Intro,Show Me What I'm Looking For,3 chord
Carrie Underwood,"1,5,4",Bridge,Before He Cheats,3 chord
Carrie Underwood,"6,1,5",Verse,Blown Away,3 chord
Carrie Underwood,"4,5,6",Chorus,Cowboy Casanova,3 chord
Carrie Underwood,"1,2,16",Pre-Chorus,Ever Ever After,3 chord
Carrie Underwood,"1,5,6",Chorus,Good Girl,3 chord
Carrie Underwood,"1,5,6",Chorus,So Small,3 chord
Cartoon Network - Steve Patrick,"6,5,2",Verse,My Best Friend Plank,3 chord
Cartoons,"1,5,1",Chorus,Ekkosangen,3 chord
Cartoons,"1,5,6",Chorus,Witch Doctor,3 chord
Cascada,"1,5,6",Chorus,Every Time We Touch,3 chord
Cash Cash,"4,5,6",Chorus,Overtime,3 chord
Cash Cash ft Bebe Rexha,"1,2,6",Verse,Take Me Home,3 chord
Cashmere Cat,"6,4,2",Chorus,Paws,3 chord
Caspar Babypants,"1,6,5",Chorus,Googly Eyes,3 chord
Casting Crowns,"1,5,6",Verse,Joy to the World - Christmas,3 chord
Casting Crowns,"1,5,6",Verse,O Come All Ye Faithful - Christmas,3 chord
Cat Stevens,"1,5,1",Verse,Peace Train,3 chord
Cat Stevens,"1,5,4",Chorus,Wild World,3 chord
Catch 22,"1,5,4",Intro,Keasbey Nights,3 chord
Caught A Ghost,"1,5,2",Instrumental,Time Go,3 chord
Cave Story,"6,5,6",Outro,Eyes of Flame,3 chord
Cave Story,"4,5,4",Intro and Verse,Last Cave,3 chord
Cave Story,"6,4,5",Chorus,Main Theme,3 chord
Cave Story,"4,5,4",Verse,On To Grasstown,3 chord
Cave Story,"6,5,6",Verse,Running Hell,3 chord
Cee Lo Green,"4,5,1",Intro,Forget You,3 chord
CeeLo,"5,1,2",Chorus,Sign of the Times,3 chord
Celia Cruz,"4,6,4",Intro,La Vida Es Un Carnaval,3 chord
Celine Dion,"1,5,4",Verse,My Heart Will Go On,3 chord
Celine Dion,"1,4,6",Chorus,That's the Way It Is,3 chord
Central Unit,"4,5,6",Intro,Saturday Nite,3 chord
Ceoma feat The Larx,"1,5,1",Instrumental,Love Is More -Rob Mayth Remix-,3 chord
Cern,"6,4,5",Chorus,The Message - Northern Mix,3 chord
Chain Reaction,"6,3,2",Solo,Barricades,3 chord
Chairlift,"1,6,1",Verse,Evident Utensil,3 chord
Chalk Zone,"1,4,1",Bridge,The Amazin' River,3 chord
Chance Thomas,"1,5,4",Solo 3,Silent Hope,3 chord
Chance the Rapper,"4,6,5",Chorus,Same Drugs,3 chord
Charles Jenkins,"1,5,6",Verse,Awesome,3 chord
Charles Wright,"1,4,5",Intro,Express Yourself,3 chord
Charles Wright - The Watts 103rd Street Rhythm Ban,"1,4,5",Intro,Express Yourself,3 chord
Charley Patton,"5,1,5",Verse,Pony Blues,3 chord
Charli XCX,"1,6,4",Chorus,Boom Clap,3 chord
Charli XCX,"1,5,2",Chorus,Need Ur Luv,3 chord
Charli XCX,"1,5,2",Chorus,Nuclear Seasons,3 chord
Charlie Puth,"1,5,1",Chorus,One Call Away,3 chord
Charlie Schmidt,"1,6,5",Verse,Keyboard Cat,3 chord
Charlotte Gainsbourg,"1,5,2",Verse,Hey Joe ,3 chord
Chase Holfelder,"1,5,6",Pre-Chorus,I Want You to Want Me in Minor Key,3 chord
Chase and Status,"4,6,5",Chorus,Blind Faith,3 chord
Chase and Status,"4,5,6",Chorus,Time,3 chord
Cheap Trick,"1,5,4",Verse,Surrender,3 chord
Cheat Codes and Dante Klein,"6,4,1",Chorus,Let Me Hold You - Turn Me On,3 chord
Cheat Codes and Kris Kross Amsterdam,"4,1,5",Verse,Sex,3 chord
Chef Boyardee,"6,5,1",Verse,Rolling Can,3 chord
Chelsea Moon,"1,4,5",Verse,Be Thou My Vision,3 chord
Chelsea Ward,"1,5,6",Verse,That's Falling in Love,3 chord
Cher,"1,5,2",Chorus,Believe,3 chord
Cher,"6,3,6",Chorus,Gypsys Tramps and Thieves,3 chord
Cher,"4,1,5",Verse,Half Breed,3 chord
Cher Lloyd,"6,5,1",Chorus,Want U Back,3 chord
Cher Lloyd feat Becky G,"1,4,6",Chorus,Oath,3 chord
Cheryl Cole,"1,4,6",Chorus,Call My Name,3 chord
Cheryl Cole,"1,5,1",Pre-Chorus and Chorus,Fight For This Love,3 chord
Cheryl Cole,"1,5,6",Verse,Parachute,3 chord
Chet Faker,"1,5,2",Intro,Talk is cheap,3 chord
Chevelle,"4,5,6",Chorus,Closure,3 chord
Chicago,"1,5,4",Chorus,25 or 6 to 4,3 chord
Chicago,"1,6,4",Outro,You're The Inspiration,3 chord
Chicane and Ferry Corsten,"1,5,6",Chorus,One Thousand Suns - Soundprank Remix,3 chord
Chiddy Bang,"1,5,4",Chorus,Mind Your Manners,3 chord
Chiddy Bang,"6,4,1",Intro,Opposite of Adults,3 chord
Chilly Gonzales,"6,2,5,6",Pre-Chorus,Othello,4 chord
Chino y Nacho,"1,5,4",Chorus,El Poeta,3 chord
Chino y Nacho,"4,5,6",Chorus,Tu Angelito,3 chord
Chipzel,"4,5,6",Chorus,Courtesy,3 chord
Chipzel,"1,6,4",Chorus,Otis,3 chord
Chipzel,"4,5,6",Chorus Lead-Out,Super Hexagon Theme 1,3 chord
Choucho,"1,4,5",Chorus,Yasashisa no Riyuu-Hyouka-OP,3 chord
Chris Brown,"4,5,6",Verse,Beautiful People,3 chord
Chris Brown,"1,5,4",Verse,With You,3 chord
Chris Brown,"1,4,5",Chorus,Yeah 3x,3 chord
Chris De Burgh,"4,5,6",Pre-Chorus and Chorus,Lady In Red,3 chord
Chris Tomlin,"1,5,6",Chorus,Our God,3 chord
Christina Aguilera,"6,4,2",Chorus,Beautiful,3 chord
Christina Aguilera,"1,2,4",Chorus,Fighter,3 chord
Christina Aguilera,"6,5,4",Chorus,Genie In A Bottle,3 chord
Christina Aguilera,"4,6,5",Intro,Genie in a Bottle,3 chord
Christina Aguilera,"6,4,2",Intro,Hurt,3 chord
Christina Aguilera,"5,1,56",Chorus,I Turn To You,3 chord
Christina Perri,"6,5,4",Intro,A Thousand Years,3 chord
Christina Perri,"1,5,6",Chorus,Jar Of Hearts,3 chord
Christopher Max,"1,6,5",Chorus,Soul Glo,3 chord
Christopher S,"6,1,4",Intro,Miss You Tomorrow,3 chord
Christopher Tin,"1,6,4",Chorus,Baba Yetu,3 chord
Chromeo,"1,6,1",Verse,Old 45s,3 chord
Chuck Berry,"1,5,1",Verse,Johnny B Goode,3 chord
Chuck Berry,"1,5,1",Chorus,Maybellene,3 chord
Chumbawamba,"1,4,1",Intro and Verse,Tubthumping,3 chord
Chvrches,"1,4,5",Chorus,Dead Air,3 chord
Circus-P,"1,4,5",Intro,Last of Me,3 chord
Citizens,"1,5,4",Intro,In Tenderness,3 chord
Citizens,"1,4,6",Intro,Made Alive,3 chord
City 17,"1,6,5",Chorus,Toxin,3 chord
ClariS,"4,5,3",Verse,Connect,3 chord
Clean Bandit,"4,1,6",Intro,Rather Be,3 chord
Clean Bandit,"4,5,6",Chorus,Stronger,3 chord
Clean Bandit ,"1,6,5",Instrumental,Rather Be,3 chord
Clear Vu,"4,5,6",Chorus,Close To You - Re-Con Remix,3 chord
Clint Mansell,"1,2,3",Intro,Leaving Earth ,3 chord
Clint Mansell,"1,2,1",Instrumental,Welcome To Lunar Industries,3 chord
Cloud Nothings,"1,5,4",Chorus,I'm Not Part of Me,3 chord
Cloud Nothings,"1,5,4",Chorus,Quieter Today,3 chord
Cobra Starship,"6,1,4",Chorus,Snakes On A Plane,3 chord
Colbie Caillat,"4,6,5",Pre-Chorus,Realize,3 chord
Colbie Callait,"4,5,1",Chorus,Fallin' For You,3 chord
Cold Chisel,"1,5,6",Verse,Khe Sanh,3 chord
Coldplay,"1,4,5",Verse,A Head Full Of Dreams,3 chord
Coldplay,"6,2,5",Verse,Adventure Of A Lifetime,3 chord
Coldplay,"4,1,5",Intro,Amsterdam,3 chord
Coldplay,"1,5,4",Bridge,Charlie Brown,3 chord
Coldplay,"6,5,2",Verse,Don't Panic,3 chord
Coldplay,"1,5,6",Bridge,Fix You,3 chord
Coldplay,"1,2,4",Verse,Green Eyes,3 chord
Coldplay,"4,5,6",Chorus,Hymn For The Weekend,3 chord
Coldplay,"1,5,4",Pre-Chorus,Paradise,3 chord
Coldplay,"5,4,1",Instrumental,Sky Full of Stars,3 chord
Coldplay,"1,5,2",Intro,Speed Of Sound,3 chord
Coldplay,"4,5,4",Chorus,Square One,3 chord
Coldplay,"1,6,4",Verse,Viva La Vida,3 chord
Cole Porter - Ella Fitzgerald,"6,2,5",Verse,So In Love,3 chord
Coleman Hell,"1,5,4",Chorus,2 Heads,3 chord
Colin Buchanan,"4,5,1",Intro and Verse,10 9 8 God is Great,3 chord
Colin Buchanan,"6,5,4",Verse,God is Everywhere,3 chord
Commodores,"1,5,1",Chorus,Sail On,3 chord
Conchita Wurst,"4,6,5",Chorus,Rise Like a Phoenix,3 chord
Conor Maynard,"4,6,1",Chorus,Turn Around,3 chord
Conrad Sewell,"5,6,5",Verse,Who You Lovin',3 chord
Cool Joke,"1,4,1",Chorus,Undo-Full-Metal-Alchemist-FMA-OP3,3 chord
Cool and Create,"1,5,6",Chorus,Help me ERINNNNNN,3 chord
Corona,"5,2,3",Chorus,Rhythm Of The Night,3 chord
Counting Crows,"1,5,2",Verse,A Long December,3 chord
Counting Crows,"1,5,1",Intro,Accidentally in Love,3 chord
Counting Crows,"1,4,6",Chorus,Anna Begins,3 chord
Counting Crows,"6,4,5",Intro,Mr Jones,3 chord
Counting Crows,"1,4,5",Verse,Round Here,3 chord
Counting Crows,"4,1,5",Verse,Walkaways,3 chord
Covesthur,"1,4,6",Chorus,Dayresponse,3 chord
Covesthur,"6,5,4",Verse,Interesting Procedure,3 chord
Craig Austin,"6,4,1",Chorus,Take Flight,3 chord
Cramp,"5,2,5",Chorus,RU116,3 chord
Crash Test Dummies,"1,5,1",Verse,Mmm Mmm Mmm Mmm,3 chord
Crayon Pop,"4,1,5",Chorus,FM,3 chord
Crayon Shin Chan,"1,5,6",Chorus,Party Join Us,3 chord
Crazy and Corza,"1,2,5",Chorus,Wildfire,3 chord
Creed,"1,4,1,4",Verse,Higher,4 chord
Creedence Clearwater Revival,"1,5,4",Chorus,Bad Moon Rising,3 chord
Creedence Clearwater Revival,"1,5,1",Chorus,Down On The Corner,3 chord
Creedence Clearwater Revival,"1,5,1",Verse,Have You Ever Seen the Rain,3 chord
Creedence Clearwater Revival,"1,5,1",Verse,Hello Mary Lou,3 chord
Creedence Clearwater Revival,"1,5,1",Verse,Lookin' Out My Back Door,3 chord
Creedence Clearwater Revival,"5,6,1",Pre-Chorus and Chorus,Proud Mary,3 chord
Creedence Clearwater Revival,"1,5,4",Chorus,Up Around the Bend,3 chord
Cro,"1,4,5",Intro,Einmal Um Die Welt,3 chord
Crosby Stills and Nash,"1,5,4",Verse,Southern Cross,3 chord
Crosby Stills and Nash,"1,2,6",Outro,Suite - Judy Blue Eyes,3 chord
Crowded House,"1,6,4",Verse,Don't Dream It's Over,3 chord
Crush 40,"1,6,4",Verse and Pre-Chorus,Escape from the City,3 chord
Crush 40,"6,4,2",Intro,Knight Of The Wind,3 chord
Crusher-P,"6,1,3",Pre-Chorus,ECHO,3 chord
Crystal,"1,4,6",Chorus,Tears On My Skin,3 chord
Crystal Castles,"6,4,1",Chorus,Crimewave,3 chord
Crystal Castles,"6,4,1",Instrumental,Reckless,3 chord
